,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.923,0.202,250334,1.1651,0.02551,0.01789,-0.0167,0.0602,1.0
1,9.966,0.199,248347,1.1664,0.02572,0.01809,-0.0164,0.06,1.0
2,9.947,0.201,246590,1.1649,0.02575,0.01811,-0.0164,0.0605,1.0
3,10.041,0.202,248597,1.1697,0.02611,0.01849,-0.0156,0.0589,1.0
4,10.014,0.198,254324,1.1703,0.02569,0.01809,-0.0164,0.0586,1.0
5,9.991,0.202,251345,1.1684,0.02577,0.01817,-0.0162,0.0592,1.0
6,10.033,0.199,250179,1.1699,0.02595,0.01833,-0.016,0.0589,1.0
7,10.028,0.197,253715,1.1708,0.02576,0.01815,-0.0163,0.0585,1.0
8,9.946,0.2,248033,1.1654,0.02566,0.01803,-0.0165,0.0603,1.0
9,10.054,0.198,252354,1.1714,0.02596,0.01835,-0.0159,0.0584,1.0
