,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,10.968,0.199,246263,1.2073,0.03111,0.02367,-0.0085,0.0497,1.0
1,11.076,0.2,252569,1.2112,0.03181,0.02435,-0.0078,0.0481,1.0
2,10.932,0.203,254255,1.207,0.03074,0.02333,-0.0088,0.0491,1.0
3,11.05,0.202,246281,1.2101,0.03173,0.02428,-0.0077,0.049,1.0
4,11.076,0.202,252403,1.2111,0.03188,0.02443,-0.0076,0.0481,1.0
5,10.975,0.2,253784,1.2085,0.03095,0.02352,-0.0086,0.0489,1.0
6,10.972,0.201,245822,1.2073,0.03121,0.02377,-0.0083,0.0497,1.0
7,11.032,0.197,247956,1.2099,0.03139,0.02394,-0.0082,0.0491,1.0
8,10.969,0.198,249620,1.2079,0.03096,0.02353,-0.0086,0.0494,1.0
9,10.996,0.202,246287,1.2082,0.03137,0.02394,-0.0081,0.0494,1.0
