,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,16.014,0.197,249957,1.1461,0.1035,0.09935,-0.0123,0.0325,1.0
1,15.97,0.197,253202,1.1551,0.10117,0.09698,-0.0111,0.0322,1.0
2,16.069,0.201,252559,1.1372,0.10631,0.10224,-0.0141,0.0324,1.0
3,16.034,0.198,245469,1.1394,0.10507,0.10092,-0.013,0.033,1.0
4,15.967,0.202,254710,1.1502,0.10233,0.09817,-0.0118,0.0321,1.0
5,16.039,0.197,246013,1.1405,0.10491,0.10076,-0.0129,0.033,1.0
6,16.051,0.202,250122,1.1353,0.10642,0.10234,-0.0141,0.0327,1.0
7,15.955,0.2,248644,1.1473,0.10252,0.09834,-0.0117,0.0327,1.0
8,15.983,0.198,246379,1.1453,0.10318,0.099,-0.0119,0.0329,1.0
9,15.999,0.201,248553,1.1412,0.10441,0.10027,-0.0128,0.0328,1.0
