,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.018,0.201,250860,1.2257,0.0762,0.0712,0.0014,0.0329,1.0
1,14.922,0.2,246637,1.2317,0.07413,0.06901,0.0025,0.0334,1.0
2,14.933,0.2,250950,1.2322,0.07411,0.06903,0.0022,0.033,1.0
3,15.03,0.198,249050,1.2272,0.07602,0.071,0.0016,0.033,1.0
4,14.962,0.201,246245,1.2281,0.07521,0.07013,0.0021,0.0334,1.0
5,15.052,0.201,247109,1.2222,0.07722,0.07223,0.0013,0.0332,1.0
6,15.059,0.197,252532,1.2282,0.07616,0.07117,0.0013,0.0326,1.0
7,15.047,0.202,249172,1.2222,0.07718,0.0722,0.0011,0.033,1.0
8,15.049,0.203,252557,1.2227,0.07713,0.07218,0.0009,0.0327,1.0
9,15.065,0.203,250650,1.2206,0.07768,0.07274,0.0008,0.0329,1.0
