,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,20.01,0.201,252305,0.6413,0.20991,0.20683,-0.0535,0.0434,1.0
1,19.978,0.198,253811,0.641,0.20941,0.20635,-0.0533,0.0434,1.0
2,19.971,0.202,248842,0.6403,0.20968,0.20657,-0.0534,0.0442,1.0
3,19.92,0.198,254500,0.6402,0.20876,0.20569,-0.053,0.0436,1.0
4,20.048,0.198,246784,0.6409,0.21051,0.2074,-0.0537,0.0441,1.0
5,20.007,0.2,246848,0.6405,0.21011,0.207,-0.0535,0.0443,1.0
6,19.942,0.199,245038,0.6397,0.20936,0.20623,-0.0531,0.0452,1.0
7,20.054,0.199,247200,0.6411,0.2106,0.20749,-0.0537,0.044,1.0
8,19.928,0.198,248302,0.6396,0.2091,0.206,-0.0531,0.0446,1.0
9,20.013,0.203,249520,0.641,0.21014,0.20704,-0.0536,0.0438,1.0
