,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.028,0.202,250459,1.2485,0.03795,0.03089,-0.0018,0.042,1.0
1,11.985,0.202,248871,1.2468,0.03773,0.03067,-0.002,0.0424,1.0
2,12.031,0.197,251217,1.2492,0.03771,0.03063,-0.0021,0.042,1.0
3,11.921,0.203,249128,1.2444,0.03733,0.03027,-0.0023,0.0427,1.0
4,11.986,0.2,245433,1.2466,0.03782,0.03076,-0.002,0.0427,1.0
5,11.927,0.202,251401,1.245,0.03721,0.03015,-0.0024,0.0425,1.0
6,11.988,0.199,253379,1.2477,0.03741,0.03033,-0.0023,0.042,1.0
7,12.002,0.198,247667,1.2476,0.03773,0.03065,-0.0021,0.0425,1.0
8,12.007,0.201,251673,1.248,0.0377,0.03064,-0.002,0.042,1.0
9,12.021,0.198,251621,1.2488,0.03767,0.03059,-0.0021,0.042,1.0
