,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,8.037,0.201,245867,1.0666,0.01808,0.01041,-0.0338,0.1191,1.0
1,7.934,0.202,247387,1.0595,0.01774,0.01007,-0.0345,0.1265,1.0
2,8.03,0.199,248935,1.0664,0.01797,0.01032,-0.034,0.1191,1.0
3,8.0,0.199,252533,1.0649,0.0178,0.01017,-0.0343,0.1203,1.0
4,8.055,0.202,247832,1.0681,0.01812,0.01045,-0.0336,0.1171,1.0
5,7.935,0.197,246149,1.0591,0.01769,0.01003,-0.0346,0.1277,1.0
6,7.933,0.201,252564,1.06,0.01763,0.00999,-0.0346,0.1253,1.0
7,8.03,0.197,247473,1.0659,0.01798,0.01032,-0.034,0.1199,1.0
8,8.042,0.201,251545,1.0677,0.01799,0.01034,-0.0339,0.1171,1.0
9,7.923,0.197,248826,1.0587,0.01759,0.00995,-0.0348,0.1278,1.0
