,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.074,0.199,250421,0.8226,0.01161,0.00514,-0.0504,0.4476,1.0
1,4.922,0.201,248394,0.8085,0.01149,0.00505,-0.051,0.4592,1.0
2,4.922,0.199,248130,0.8081,0.01149,0.00505,-0.051,0.4596,1.0
3,4.937,0.199,247556,0.8096,0.01151,0.00507,-0.051,0.4587,1.0
4,4.954,0.202,251998,0.8117,0.01146,0.00504,-0.0509,0.4552,1.0
5,4.921,0.203,252110,0.8087,0.01143,0.00502,-0.051,0.4574,1.0
6,4.95,0.198,248079,0.8107,0.01151,0.00507,-0.0509,0.4577,1.0
7,4.934,0.202,248586,0.8098,0.0115,0.00506,-0.051,0.458,1.0
8,4.987,0.2,251751,0.8144,0.0115,0.00506,-0.0508,0.4532,1.0
9,5.009,0.202,254321,0.8168,0.0115,0.00505,-0.0506,0.4505,1.0
