,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,8.994,0.202,247627,1.1228,0.02168,0.01388,-0.0257,0.0776,1.0
1,9.051,0.2,247070,1.1238,0.02196,0.01415,-0.025,0.0765,1.0
2,9.067,0.198,249240,1.1239,0.02202,0.0142,-0.0249,0.0758,1.0
3,8.97,0.2,247444,1.122,0.02154,0.01375,-0.0261,0.0783,1.0
4,9.048,0.202,247540,1.1236,0.02198,0.01417,-0.0249,0.0763,1.0
5,9.067,0.201,249177,1.1238,0.02207,0.01425,-0.0247,0.0757,1.0
6,8.935,0.203,253377,1.1217,0.0213,0.01354,-0.0265,0.0779,1.0
7,8.96,0.202,247768,1.1217,0.02151,0.01373,-0.0261,0.0784,1.0
8,8.942,0.199,253111,1.1219,0.02128,0.01351,-0.0266,0.078,1.0
9,8.934,0.199,247584,1.1205,0.02136,0.01359,-0.0265,0.0792,1.0
