,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.072,0.199,254478,0.6182,0.17475,0.17159,-0.0384,0.0611,1.0
1,16.978,0.203,245820,0.8935,0.19784,0.19437,-0.0648,0.0568,1.0
2,17.058,0.198,248509,0.9125,0.18675,0.18329,-0.0607,0.0406,1.0
3,17.046,0.199,250430,0.9127,0.18686,0.18342,-0.0608,0.041,1.0
4,16.923,0.202,246078,0.9106,0.18488,0.18141,-0.06,0.0411,1.0
5,17.023,0.2,249114,0.9896,0.15757,0.15412,-0.0462,0.0346,1.0
6,16.941,0.201,252409,0.6239,0.17268,0.1695,-0.0367,0.0638,1.0
7,16.982,0.2,253374,0.9837,0.15871,0.1553,-0.0471,0.0345,1.0
8,17.072,0.203,248035,0.6209,0.17473,0.17153,-0.0379,0.0633,1.0
9,16.951,0.198,251808,0.9085,0.18636,0.18292,-0.0608,0.0412,1.0
