,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.958,0.203,249492,0.6512,0.18266,0.17953,-0.0384,0.0563,1.0
1,17.987,0.2,250486,0.6556,0.18327,0.18014,-0.0376,0.056,1.0
2,18.014,0.199,254780,0.6505,0.18399,0.18089,-0.0386,0.0559,1.0
3,18.074,0.202,249212,0.654,0.18479,0.18165,-0.0385,0.056,1.0
4,17.952,0.198,247314,0.6462,0.18273,0.17958,-0.0391,0.0565,1.0
5,17.956,0.202,250612,0.6536,0.18262,0.1795,-0.0379,0.0561,1.0
6,17.987,0.203,247370,0.901,0.21901,0.21551,-0.0794,0.0501,1.0
7,18.077,0.202,245680,0.6531,0.18445,0.18129,-0.0387,0.0562,1.0
8,17.951,0.199,247168,0.6458,0.18278,0.17962,-0.0392,0.0565,1.0
9,17.991,0.202,248092,0.6507,0.18314,0.18,-0.0386,0.0563,1.0
