,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.946,0.202,245569,0.9051,0.01263,0.00601,-0.0466,0.3729,1.0
1,6.001,0.198,251949,0.9095,0.01258,0.00598,-0.0464,0.3654,1.0
2,6.037,0.202,251543,0.9136,0.01265,0.00604,-0.0462,0.3607,1.0
3,6.025,0.201,249001,0.9122,0.01267,0.00605,-0.0463,0.3635,1.0
4,6.054,0.201,253564,0.9149,0.01264,0.00603,-0.0462,0.3582,1.0
5,6.028,0.201,245723,0.9124,0.01273,0.00609,-0.0462,0.3648,1.0
6,5.993,0.199,248070,0.9087,0.01265,0.00602,-0.0464,0.368,1.0
7,5.98,0.198,253334,0.9075,0.01254,0.00594,-0.0465,0.3671,1.0
8,6.07,0.199,245063,0.9159,0.01279,0.00614,-0.0461,0.361,1.0
9,6.035,0.2,252548,0.9131,0.01262,0.00602,-0.0463,0.3609,1.0
