,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,11.061,0.201,249476,1.3694,0.03255,0.02501,-0.0507,0.0756,1.0
1,11.042,0.202,247608,1.3683,0.03251,0.02496,-0.0508,0.0765,1.0
2,10.971,0.197,250957,1.3713,0.03147,0.02392,-0.0518,0.0776,1.0
3,10.946,0.2,251852,1.3714,0.03133,0.02379,-0.0519,0.0779,1.0
4,10.981,0.199,246128,1.3702,0.03173,0.02418,-0.0515,0.0783,1.0
5,10.96,0.201,247028,1.3704,0.0316,0.02405,-0.0516,0.0785,1.0
6,10.973,0.202,253075,1.3706,0.03169,0.02415,-0.0516,0.0769,1.0
7,11.001,0.197,251456,1.3705,0.03179,0.02423,-0.0515,0.0768,1.0
8,10.994,0.201,246724,1.3698,0.03194,0.02439,-0.0513,0.0778,1.0
9,11.061,0.2,247945,1.3684,0.0326,0.02504,-0.0507,0.0761,1.0
