,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,13.962,0.197,248840,1.3821,0.06182,0.05507,-0.0377,0.0425,1.0
1,14.076,0.201,254778,1.3829,0.06324,0.0565,-0.0375,0.0412,1.0
2,13.976,0.2,253574,1.3825,0.06213,0.05539,-0.0378,0.0419,1.0
3,14.074,0.202,247551,1.3819,0.06341,0.05668,-0.0372,0.0419,1.0
4,14.015,0.203,251446,1.3818,0.06281,0.05608,-0.0376,0.0418,1.0
5,14.068,0.198,246446,1.3823,0.06307,0.05632,-0.0373,0.0421,1.0
6,14.068,0.201,253027,1.3827,0.0632,0.05646,-0.0375,0.0414,1.0
7,14.077,0.198,253412,1.3833,0.06306,0.05632,-0.0375,0.0413,1.0
8,14.048,0.203,254491,1.3824,0.06311,0.05638,-0.0375,0.0414,1.0
9,13.954,0.198,247390,1.3816,0.06183,0.05508,-0.0376,0.0426,1.0
