,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,1.985,0.198,250304,0.7072,0.01013,0.00391,-0.1045,0.6312,1.0
1,2.061,0.201,247738,0.7158,0.01023,0.00398,-0.1045,0.6284,1.0
2,1.979,0.203,251475,0.7073,0.01011,0.0039,-0.1046,0.6304,1.0
3,1.992,0.199,251871,0.7081,0.0101,0.0039,-0.1045,0.6301,1.0
4,1.931,0.201,245226,0.7023,0.0102,0.00393,-0.1048,0.6358,1.0
5,1.971,0.199,249459,0.7059,0.01014,0.00391,-0.1046,0.6321,1.0
6,1.968,0.203,247273,0.7063,0.01018,0.00394,-0.1047,0.6328,1.0
7,1.973,0.2,249117,0.7063,0.01015,0.00392,-0.1046,0.632,1.0
8,1.938,0.2,252563,0.7025,0.01006,0.00386,-0.1046,0.6322,1.0
9,2.041,0.201,249405,0.7136,0.01019,0.00395,-0.1045,0.6286,1.0
