,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.06,0.199,245973,1.0374,0.01284,0.00614,-0.0996,0.5187,1.0
1,4.927,0.199,254373,1.0235,0.01255,0.00587,-0.0999,0.5209,1.0
2,4.974,0.201,246612,1.0292,0.01277,0.00603,-0.0999,0.5217,1.0
3,4.977,0.202,246258,1.0297,0.01278,0.00604,-0.0999,0.5217,1.0
4,4.978,0.2,253186,1.0289,0.01261,0.00595,-0.0998,0.5192,1.0
5,5.043,0.197,253888,1.0349,0.01264,0.00599,-0.0996,0.5166,1.0
6,5.029,0.197,252259,1.0335,0.01266,0.006,-0.0996,0.5178,1.0
7,5.059,0.202,249673,1.0378,0.01276,0.00609,-0.0996,0.5171,1.0
8,5.014,0.201,249412,1.033,0.01273,0.00604,-0.0997,0.5191,1.0
9,5.007,0.198,250268,1.0316,0.01269,0.00601,-0.0997,0.5193,1.0
