,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,8.043,0.201,247029,1.3133,0.0159,0.0094,-0.0864,0.3584,1.0
1,8.025,0.201,249002,1.312,0.01583,0.00934,-0.0865,0.359,1.0
2,8.006,0.2,253416,1.3105,0.0157,0.00923,-0.0867,0.359,1.0
3,8.051,0.203,249984,1.3145,0.01586,0.00938,-0.0863,0.3558,1.0
4,8.021,0.198,254727,1.3113,0.01568,0.00922,-0.0867,0.3574,1.0
5,7.942,0.198,246901,1.3052,0.01572,0.00923,-0.0872,0.367,1.0
6,8.063,0.202,253711,1.3152,0.0158,0.00933,-0.0863,0.3533,1.0
7,7.992,0.2,251665,1.3093,0.01573,0.00923,-0.0868,0.361,1.0
8,8.01,0.199,245624,1.3101,0.01589,0.00935,-0.0866,0.3624,1.0
9,8.01,0.2,247171,1.3104,0.01585,0.00934,-0.0866,0.3615,1.0
