,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,20.033,0.197,246794,0.7629,0.20925,0.20631,-0.0705,0.0561,1.0
1,19.936,0.199,250961,0.763,0.20769,0.20477,-0.0699,0.0561,1.0
2,19.994,0.2,251057,0.7601,0.20901,0.20609,-0.0708,0.0561,1.0
3,20.008,0.202,252135,0.7574,0.20962,0.20671,-0.0715,0.056,1.0
4,19.996,0.197,248424,0.7628,0.20863,0.2057,-0.0703,0.0561,1.0
5,20.031,0.2,247562,0.7623,0.20938,0.20645,-0.0707,0.0561,1.0
6,20.02,0.202,247690,0.7626,0.20926,0.20633,-0.0706,0.0561,1.0
7,20.036,0.202,254130,0.743,0.21165,0.20873,-0.0742,0.0551,1.0
8,19.951,0.202,251471,0.7618,0.2082,0.20528,-0.0703,0.0561,1.0
9,20.0,0.203,253458,0.7555,0.20974,0.20683,-0.0718,0.0559,1.0
