,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.949,0.2,254035,1.3921,0.07267,0.06634,-0.0355,0.0369,1.0
1,14.975,0.202,247562,1.3912,0.07315,0.06681,-0.0349,0.0374,1.0
2,14.953,0.198,247730,1.3919,0.07254,0.06618,-0.035,0.0375,1.0
3,15.033,0.199,245601,1.3922,0.07356,0.06722,-0.0347,0.0373,1.0
4,15.049,0.2,247413,1.3922,0.07384,0.06752,-0.0349,0.037,1.0
5,14.962,0.201,253946,1.392,0.07291,0.06659,-0.0354,0.0369,1.0
6,14.979,0.2,254226,1.3924,0.07302,0.0667,-0.0355,0.0368,1.0
7,14.981,0.2,246870,1.3917,0.07304,0.06669,-0.0349,0.0374,1.0
8,14.97,0.198,245240,1.3919,0.07274,0.06636,-0.0348,0.0376,1.0
9,15.064,0.202,253407,1.3926,0.07417,0.06788,-0.0353,0.0365,1.0
