,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,10.034,0.199,252801,1.3692,0.02425,0.01683,-0.0616,0.1215,1.0
1,10.054,0.199,248507,1.3686,0.02446,0.01702,-0.0612,0.1216,1.0
2,10.032,0.202,250002,1.3685,0.02437,0.01694,-0.0614,0.1223,1.0
3,10.046,0.202,247204,1.3682,0.02451,0.01707,-0.0611,0.1223,1.0
4,9.975,0.202,245624,1.3679,0.02404,0.01662,-0.062,0.129,1.0
5,10.079,0.203,251632,1.3689,0.0247,0.01726,-0.0608,0.1174,1.0
6,9.922,0.197,252814,1.3691,0.02342,0.01605,-0.0632,0.1318,1.0
7,10.055,0.201,254596,1.3694,0.02442,0.01699,-0.0613,0.1185,1.0
8,10.05,0.201,248658,1.3685,0.02449,0.01705,-0.0612,0.1214,1.0
9,10.019,0.199,248079,1.3679,0.02426,0.01682,-0.0616,0.125,1.0
