,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,6.037,0.199,253870,1.1364,0.01356,0.00691,-0.0968,0.4754,1.0
1,5.981,0.2,250092,1.131,0.01358,0.00695,-0.097,0.479,1.0
2,5.968,0.201,253251,1.1299,0.0135,0.00688,-0.097,0.4784,1.0
3,6.032,0.201,250954,1.1364,0.01362,0.00697,-0.0969,0.4763,1.0
4,6.023,0.197,253666,1.1345,0.01354,0.0069,-0.0969,0.4763,1.0
5,6.055,0.201,246453,1.1386,0.01375,0.00707,-0.0968,0.4768,1.0
6,6.035,0.2,254468,1.1365,0.01355,0.0069,-0.0968,0.4752,1.0
7,5.953,0.197,247389,1.1275,0.01361,0.00696,-0.0971,0.4815,1.0
8,6.024,0.199,249103,1.135,0.01364,0.00699,-0.0969,0.4775,1.0
9,6.028,0.203,251956,1.1365,0.01361,0.00696,-0.0969,0.476,1.0
