,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.977,0.2,247877,1.3963,0.08506,0.0791,-0.034,0.0334,1.0
1,15.966,0.198,248097,1.3971,0.08468,0.07869,-0.034,0.0334,1.0
2,15.95,0.2,250245,1.3963,0.08474,0.07878,-0.0342,0.0333,1.0
3,15.942,0.2,250783,1.3963,0.08464,0.07868,-0.0343,0.0333,1.0
4,16.041,0.202,250417,1.3943,0.08641,0.08054,-0.0344,0.0331,1.0
5,16.035,0.198,247387,1.3962,0.08573,0.0798,-0.0341,0.0333,1.0
6,15.964,0.202,246937,1.3959,0.08506,0.07908,-0.0339,0.0335,1.0
7,15.954,0.202,247793,1.3959,0.08494,0.07896,-0.034,0.0335,1.0
8,15.981,0.201,248942,1.3957,0.0853,0.07935,-0.0342,0.0333,1.0
9,16.059,0.202,254919,1.394,0.08677,0.08095,-0.0349,0.0327,1.0
