,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,4.967,0.199,1.2419,0.0144,0.00735,-0.1489,0.5323,1.0
1,5.04,0.2,1.2504,0.01444,0.00739,-0.1489,0.5303,1.0
2,5.02,0.199,1.2478,0.01446,0.0074,-0.1488,0.5313,1.0
3,4.953,0.199,1.2403,0.0144,0.00734,-0.1489,0.5327,1.0
4,4.952,0.199,1.2402,0.01441,0.00735,-0.1489,0.5329,1.0
5,4.965,0.199,1.2416,0.01444,0.00738,-0.1489,0.5328,1.0
6,4.937,0.201,1.2391,0.01441,0.00736,-0.1489,0.5331,1.0
7,5.021,0.2,1.248,0.01451,0.00745,-0.1489,0.5317,1.0
8,5.033,0.2,1.2496,0.01445,0.00739,-0.1489,0.5306,1.0
9,4.972,0.199,1.2423,0.01446,0.0074,-0.1489,0.5328,1.0
10,4.971,0.2,1.2425,0.01444,0.00738,-0.1489,0.5325,1.0
11,4.953,0.2,1.2406,0.01442,0.00736,-0.1489,0.5328,1.0
12,4.925,0.201,1.2378,0.01438,0.00733,-0.1489,0.5332,1.0
13,5.008,0.201,1.2471,0.01442,0.00736,-0.1489,0.5309,1.0
14,4.944,0.199,1.2393,0.01444,0.00737,-0.1489,0.5334,1.0
