,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,6.927,0.2,1.4461,0.0167,0.00993,-0.1455,0.4885,1.0
1,7.069,0.201,1.4604,0.01699,0.01022,-0.1451,0.4859,1.0
2,6.942,0.199,1.4475,0.01685,0.01005,-0.1455,0.4895,1.0
3,6.949,0.2,1.4484,0.01683,0.01003,-0.1455,0.4888,1.0
4,6.931,0.199,1.4463,0.01676,0.00997,-0.1455,0.489,1.0
5,7.078,0.199,1.4607,0.01699,0.01022,-0.1451,0.4859,1.0
6,6.959,0.201,1.4495,0.0168,0.01002,-0.1454,0.4881,1.0
7,6.999,0.2,1.4532,0.01686,0.01008,-0.1453,0.4873,1.0
8,6.975,0.2,1.4509,0.01689,0.01009,-0.1454,0.4884,1.0
9,6.944,0.2,1.4478,0.01677,0.00999,-0.1455,0.4885,1.0
10,7.064,0.2,1.4596,0.01697,0.0102,-0.1451,0.4861,1.0
11,6.95,0.199,1.4483,0.01687,0.01007,-0.1455,0.4894,1.0
12,7.027,0.2,1.4559,0.01695,0.01017,-0.1452,0.4872,1.0
13,6.997,0.2,1.453,0.01687,0.01009,-0.1453,0.4875,1.0
14,6.944,0.2,1.448,0.01687,0.01006,-0.1455,0.4894,1.0
