,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,10.033,0.201,1.6456,0.02104,0.01496,-0.1177,0.3632,1.0
1,9.999,0.199,1.6441,0.02094,0.01483,-0.1182,0.3662,1.0
2,10.074,0.201,1.6467,0.02111,0.01505,-0.1171,0.3597,1.0
3,10.002,0.199,1.6442,0.02095,0.01484,-0.1181,0.3659,1.0
4,10.038,0.199,1.6455,0.02099,0.01491,-0.1177,0.3626,1.0
5,9.932,0.2,1.6417,0.0207,0.01457,-0.1189,0.3689,1.0
6,10.028,0.2,1.6453,0.02104,0.01494,-0.1178,0.3642,1.0
7,9.989,0.201,1.644,0.02088,0.01478,-0.1182,0.3655,1.0
8,9.969,0.201,1.6432,0.02088,0.01475,-0.1184,0.3676,1.0
9,9.933,0.201,1.6421,0.0208,0.01467,-0.1189,0.3698,1.0
10,9.989,0.199,1.6437,0.02085,0.01475,-0.1183,0.3658,1.0
11,9.946,0.201,1.6423,0.02075,0.01462,-0.1187,0.368,1.0
12,9.939,0.201,1.6423,0.02083,0.0147,-0.1188,0.3697,1.0
13,9.975,0.199,1.6432,0.02082,0.0147,-0.1184,0.3668,1.0
14,10.002,0.201,1.6445,0.02094,0.01484,-0.118,0.365,1.0
