,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,1.025,0.201,0.8118,0.01068,0.00449,-0.1524,0.6373,1.0
1,0.93,0.2,0.8012,0.01067,0.0045,-0.1525,0.6422,1.0
2,0.993,0.201,0.8087,0.01073,0.00451,-0.1525,0.6402,1.0
3,1.033,0.201,0.8128,0.01078,0.00454,-0.1524,0.6389,1.0
4,1.031,0.199,0.8122,0.0107,0.0045,-0.1523,0.6377,1.0
5,0.951,0.201,0.8038,0.0107,0.00451,-0.1525,0.6416,1.0
6,1.002,0.199,0.8091,0.01068,0.00448,-0.1524,0.6389,1.0
7,0.965,0.2,0.8054,0.01068,0.00448,-0.1525,0.6408,1.0
8,1.012,0.2,0.8104,0.01073,0.00451,-0.1524,0.6392,1.0
9,1.072,0.2,0.8168,0.01081,0.00456,-0.1523,0.6375,1.0
10,1.021,0.2,0.8112,0.01068,0.00449,-0.1523,0.6377,1.0
11,0.949,0.2,0.8034,0.01068,0.0045,-0.1525,0.6416,1.0
12,0.928,0.199,0.801,0.01061,0.00445,-0.1524,0.6414,1.0
13,1.049,0.201,0.8144,0.01075,0.00453,-0.1524,0.6373,1.0
14,0.962,0.199,0.8049,0.01068,0.00448,-0.1524,0.641,1.0
