,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,19.942,0.2,1.4779,0.15182,0.14721,-0.0866,0.0256,1.0
1,20.021,0.199,1.4759,0.15348,0.14895,-0.0877,0.0252,1.0
2,19.939,0.2,1.4778,0.15194,0.14735,-0.0869,0.0253,1.0
3,20.079,0.199,1.4738,0.15477,0.15029,-0.0884,0.0252,1.0
4,20.041,0.199,1.4751,0.15381,0.14927,-0.0877,0.0255,1.0
5,20.07,0.201,1.4731,0.15496,0.15048,-0.0885,0.0253,1.0
6,20.057,0.201,1.4735,0.15465,0.15015,-0.0882,0.0253,1.0
7,19.987,0.2,1.4765,0.15284,0.14828,-0.0872,0.0254,1.0
8,19.964,0.199,1.4777,0.15212,0.14752,-0.0868,0.0255,1.0
9,20.05,0.2,1.4743,0.15434,0.14985,-0.0882,0.0252,1.0
10,19.942,0.201,1.4774,0.15204,0.14743,-0.0867,0.0256,1.0
11,20.03,0.199,1.4754,0.15364,0.14911,-0.0877,0.0253,1.0
12,19.931,0.2,1.4781,0.15174,0.14714,-0.0868,0.0254,1.0
13,19.945,0.2,1.4777,0.15202,0.14743,-0.0869,0.0254,1.0
14,19.924,0.2,1.4784,0.15159,0.14698,-0.0867,0.0254,1.0
