,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.061,0.201,1.1867,0.03966,0.03318,0.0178,0.0379,1.0
1,12.018,0.201,1.1856,0.03929,0.0328,0.0176,0.038,1.0
2,11.972,0.2,1.1844,0.03889,0.03237,0.0172,0.0382,1.0
3,12.063,0.201,1.1884,0.03945,0.03294,0.0177,0.0377,1.0
4,12.03,0.201,1.1866,0.03929,0.03278,0.0176,0.0379,1.0
5,11.969,0.199,1.1844,0.03886,0.03234,0.0171,0.0383,1.0
6,12.01,0.2,1.186,0.03911,0.0326,0.0174,0.038,1.0
7,12.074,0.199,1.1877,0.03966,0.03317,0.0178,0.0379,1.0
8,12.014,0.2,1.1878,0.03889,0.03235,0.0173,0.0378,1.0
9,11.995,0.2,1.1851,0.03907,0.03257,0.0174,0.0381,1.0
10,11.984,0.2,1.1854,0.03888,0.03236,0.0172,0.0381,1.0
11,12.013,0.2,1.1862,0.03912,0.0326,0.0174,0.038,1.0
12,12.026,0.2,1.1878,0.03905,0.03252,0.0174,0.0378,1.0
13,12.079,0.2,1.1877,0.03974,0.03325,0.0179,0.0379,1.0
14,11.944,0.199,1.1835,0.03871,0.03219,0.017,0.0384,1.0
