,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,19.062,0.2,0.5883,0.19614,0.19297,-0.0359,0.044,1.0
1,19.065,0.201,0.5879,0.19624,0.19306,-0.036,0.0441,1.0
2,19.064,0.199,0.5894,0.19606,0.19289,-0.0357,0.044,1.0
3,18.964,0.2,0.5839,0.19537,0.19218,-0.036,0.0445,1.0
4,18.929,0.2,0.5847,0.19479,0.19162,-0.0356,0.0443,1.0
5,19.014,0.199,0.5859,0.19573,0.19255,-0.0359,0.0442,1.0
6,19.031,0.2,0.5877,0.19579,0.19262,-0.0358,0.0441,1.0
7,19.077,0.201,0.5871,0.19649,0.1933,-0.0362,0.0442,1.0
8,18.928,0.2,0.5842,0.19484,0.19167,-0.0357,0.0444,1.0
9,19.076,0.2,0.5868,0.19649,0.1933,-0.0362,0.0442,1.0
10,19.064,0.201,0.5886,0.19616,0.19299,-0.0358,0.044,1.0
11,19.062,0.2,0.5866,0.19632,0.19314,-0.0362,0.0442,1.0
12,18.921,0.2,0.5832,0.1949,0.19172,-0.0358,0.0445,1.0
13,19.027,0.2,0.5872,0.19579,0.19262,-0.0358,0.0441,1.0
14,18.952,0.2,0.5835,0.19527,0.19208,-0.0359,0.0445,1.0
