,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,20.036,0.2,0.9092,0.24879,0.24526,-0.0793,0.0368,1.0
1,20.02,0.2,0.907,0.24857,0.24505,-0.0798,0.0368,1.0
2,19.927,0.201,0.9071,0.24699,0.24347,-0.0779,0.0369,1.0
3,19.922,0.201,0.906,0.24667,0.24316,-0.0783,0.0369,1.0
4,19.958,0.2,0.9074,0.24728,0.24377,-0.0784,0.0369,1.0
5,20.003,0.2,0.9075,0.24826,0.24474,-0.0793,0.0368,1.0
6,20.04,0.2,0.9067,0.2489,0.24538,-0.0804,0.0368,1.0
7,19.93,0.199,0.9064,0.24677,0.24326,-0.0781,0.0369,1.0
8,19.943,0.2,0.9067,0.24723,0.24371,-0.0783,0.0368,1.0
9,20.046,0.199,0.9052,0.24896,0.24544,-0.081,0.0367,1.0
10,19.962,0.2,0.9071,0.2473,0.24378,-0.0786,0.0369,1.0
11,20.011,0.2,0.9081,0.24838,0.24486,-0.0792,0.0368,1.0
12,19.929,0.2,0.9057,0.24701,0.2435,-0.0784,0.0368,1.0
13,20.013,0.2,0.9063,0.24846,0.24494,-0.08,0.0368,1.0
14,19.966,0.2,0.9082,0.24755,0.24404,-0.0782,0.0369,1.0
