,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.968,0.2,1.1763,0.04948,0.04382,0.0226,0.0352,1.0
1,13.025,0.2,1.1741,0.05029,0.04469,0.0227,0.0352,1.0
2,12.973,0.2,1.176,0.0496,0.04394,0.0226,0.0353,1.0
3,12.969,0.2,1.1757,0.0497,0.04402,0.0226,0.0355,1.0
4,13.01,0.201,1.174,0.05017,0.04456,0.0227,0.0352,1.0
5,13.018,0.201,1.1735,0.05034,0.04473,0.0227,0.0352,1.0
6,12.995,0.201,1.174,0.0501,0.04447,0.0227,0.0354,1.0
7,13.026,0.2,1.1737,0.05041,0.0448,0.0227,0.0353,1.0
8,12.956,0.199,1.1774,0.0492,0.04352,0.0225,0.0352,1.0
9,13.042,0.201,1.1722,0.05079,0.0452,0.0228,0.0353,1.0
10,13.066,0.199,1.1727,0.05092,0.04534,0.0227,0.0352,1.0
11,13.015,0.2,1.1748,0.05006,0.04445,0.0226,0.0351,1.0
12,13.045,0.2,1.1727,0.05076,0.04516,0.0228,0.0353,1.0
13,12.965,0.199,1.1764,0.04962,0.04392,0.0226,0.0356,1.0
14,13.055,0.199,1.174,0.05055,0.04497,0.0227,0.0351,1.0
