,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.986,0.199,1.0967,0.02688,0.01941,0.0022,0.0495,1.0
1,9.973,0.2,1.0959,0.02683,0.01936,0.0021,0.0496,1.0
2,9.954,0.199,1.0943,0.02686,0.01934,0.002,0.05,1.0
3,9.998,0.2,1.0972,0.02706,0.01958,0.0023,0.0496,1.0
4,9.975,0.201,1.0959,0.02692,0.01944,0.0022,0.0496,1.0
5,9.957,0.201,1.0949,0.02681,0.01933,0.0021,0.0497,1.0
6,9.971,0.2,1.0956,0.02689,0.0194,0.0021,0.0497,1.0
7,9.951,0.199,1.0944,0.02673,0.01923,0.0019,0.0498,1.0
8,9.973,0.2,1.0956,0.02694,0.01945,0.0022,0.0498,1.0
9,10.054,0.201,1.1008,0.02737,0.01992,0.0028,0.0492,1.0
10,10.012,0.199,1.098,0.02713,0.01965,0.0024,0.0496,1.0
11,10.055,0.2,1.1008,0.02735,0.0199,0.0028,0.0492,1.0
12,10.011,0.201,1.0985,0.02701,0.01957,0.0025,0.0492,1.0
13,10.028,0.2,1.0994,0.02709,0.01965,0.0025,0.0492,1.0
14,10.009,0.201,1.0982,0.02705,0.0196,0.0025,0.0493,1.0
