,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,4.978,0.201,0.7186,0.01164,0.00508,-0.0292,0.3684,1.0
1,5.065,0.2,0.726,0.01174,0.00515,-0.0288,0.3585,1.0
2,4.973,0.199,0.718,0.01161,0.00506,-0.0293,0.369,1.0
3,5.053,0.199,0.7249,0.01169,0.00511,-0.0289,0.3589,1.0
4,5.056,0.201,0.7254,0.01172,0.00513,-0.0288,0.3588,1.0
5,5.072,0.2,0.7268,0.01169,0.00511,-0.0288,0.3552,1.0
6,4.987,0.2,0.7193,0.01159,0.00504,-0.0292,0.3656,1.0
7,5.079,0.199,0.7272,0.0117,0.00512,-0.0287,0.3549,1.0
8,4.971,0.201,0.7181,0.0116,0.00505,-0.0293,0.3683,1.0
9,4.963,0.201,0.7174,0.01161,0.00506,-0.0293,0.3698,1.0
10,4.963,0.199,0.7171,0.01159,0.00505,-0.0293,0.37,1.0
11,5.045,0.201,0.7244,0.01172,0.00513,-0.0289,0.3606,1.0
12,5.065,0.201,0.7263,0.01168,0.00511,-0.0288,0.3558,1.0
13,4.951,0.2,0.7162,0.01157,0.00503,-0.0294,0.3708,1.0
14,4.937,0.2,0.715,0.01155,0.00502,-0.0295,0.3723,1.0
