,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.005,0.2,0.8815,0.13232,0.12885,-0.0217,0.0383,1.0
1,14.951,0.201,0.8773,0.13261,0.12915,-0.022,0.0384,1.0
2,15.068,0.2,0.8785,0.13432,0.13085,-0.0228,0.0381,1.0
3,15.05,0.2,0.8845,0.13228,0.1288,-0.0216,0.0382,1.0
4,14.926,0.2,0.8762,0.13246,0.129,-0.0219,0.0385,1.0
5,15.032,0.2,0.8751,0.13463,0.13118,-0.023,0.0382,1.0
6,14.973,0.201,0.8796,0.13236,0.12889,-0.0218,0.0383,1.0
7,15.047,0.201,0.8847,0.1322,0.12871,-0.0216,0.0381,1.0
8,14.992,0.2,0.8836,0.13152,0.12804,-0.0213,0.0383,1.0
9,14.941,0.201,0.8743,0.13329,0.12984,-0.0224,0.0384,1.0
10,15.074,0.199,0.8775,0.13466,0.1312,-0.023,0.0381,1.0
11,14.999,0.2,0.8762,0.13375,0.13029,-0.0226,0.0383,1.0
12,14.947,0.2,0.8765,0.13275,0.12929,-0.0221,0.0384,1.0
13,14.952,0.201,0.874,0.13357,0.13011,-0.0225,0.0384,1.0
14,14.961,0.2,0.8766,0.13296,0.1295,-0.0222,0.0384,1.0
