,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,2.015,0.2,0.4463,0.00952,0.00399,-0.0423,0.6498,0.9999
1,2.018,0.201,0.4462,0.00951,0.00398,-0.0422,0.649,0.9998
2,2.03,0.2,0.448,0.00951,0.00398,-0.0423,0.6481,1.0
3,1.985,0.2,0.4404,0.0095,0.00399,-0.0418,0.6529,0.999
4,2.025,0.2,0.447,0.0095,0.00398,-0.0422,0.6483,0.9998
5,1.962,0.199,0.4355,0.00948,0.00398,-0.0413,0.6554,0.9981
6,1.94,0.201,0.4328,0.0095,0.00399,-0.0412,0.6583,0.9978
7,2.014,0.199,0.4465,0.00954,0.00401,-0.0424,0.6513,1.0
8,1.991,0.199,0.4443,0.00955,0.00402,-0.0424,0.654,1.0
9,1.922,0.199,0.4281,0.00947,0.00397,-0.0407,0.6601,0.997
10,1.946,0.201,0.4332,0.00949,0.00399,-0.0411,0.6572,0.9978
11,1.997,0.201,0.4426,0.0095,0.00399,-0.0419,0.6514,0.9993
12,1.933,0.201,0.4306,0.00948,0.00398,-0.0409,0.6587,0.9973
13,2.015,0.199,0.4465,0.00953,0.004,-0.0423,0.6506,1.0
14,1.95,0.2,0.4331,0.00947,0.00398,-0.0411,0.6565,0.9977
