,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,19.951,0.199,0.7625,0.208,0.20508,-0.0701,0.0561,1.0
1,19.931,0.2,0.7656,0.20734,0.20441,-0.0695,0.0562,1.0
2,19.938,0.199,0.7616,0.20788,0.20497,-0.0702,0.0561,1.0
3,20.001,0.2,0.7577,0.20939,0.20648,-0.0713,0.056,1.0
4,19.988,0.2,0.7617,0.20874,0.20581,-0.0705,0.0561,1.0
5,20.07,0.201,0.7602,0.21028,0.20734,-0.0713,0.0561,1.0
6,19.95,0.2,0.7645,0.2078,0.20487,-0.0698,0.0562,1.0
7,20.039,0.199,0.7591,0.20981,0.20689,-0.0713,0.056,1.0
8,19.958,0.2,0.7636,0.20803,0.2051,-0.07,0.0562,1.0
9,20.048,0.201,0.7604,0.20991,0.20698,-0.0711,0.0561,1.0
10,20.009,0.201,0.7588,0.20944,0.20652,-0.0712,0.056,1.0
11,20.051,0.2,0.7583,0.21014,0.20722,-0.0715,0.056,1.0
12,19.948,0.2,0.7623,0.20801,0.20509,-0.0702,0.0561,1.0
13,19.977,0.199,0.7597,0.20874,0.20583,-0.0708,0.056,1.0
14,20.062,0.199,0.7599,0.21011,0.20718,-0.0712,0.0561,1.0
