,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.007,0.199,1.3607,0.01838,0.01159,-0.0759,0.2534,1.0
1,8.954,0.2,1.3597,0.01819,0.01144,-0.0766,0.2602,1.0
2,9.023,0.2,1.3614,0.01844,0.01165,-0.0757,0.2504,1.0
3,9.067,0.2,1.3623,0.01862,0.0118,-0.075,0.2443,1.0
4,9.014,0.199,1.3611,0.01836,0.01158,-0.0758,0.2508,1.0
5,8.94,0.2,1.3592,0.0181,0.01135,-0.0768,0.2602,1.0
6,9.011,0.2,1.361,0.01835,0.01157,-0.0758,0.2504,1.0
7,8.927,0.2,1.359,0.01804,0.0113,-0.077,0.2616,1.0
8,8.953,0.201,1.3595,0.01816,0.01141,-0.0766,0.2582,1.0
9,8.961,0.2,1.3594,0.01817,0.01141,-0.0765,0.257,1.0
10,8.927,0.2,1.359,0.01804,0.0113,-0.077,0.2617,1.0
11,8.925,0.2,1.3589,0.01802,0.01129,-0.0771,0.2613,1.0
12,8.997,0.2,1.3605,0.01831,0.01153,-0.076,0.2527,1.0
13,9.017,0.2,1.3611,0.01843,0.01164,-0.0757,0.252,1.0
