,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,11.943,0.201,1.3748,0.04053,0.03324,-0.0451,0.0596,1.0
1,11.94,0.199,1.374,0.0405,0.0332,-0.045,0.0601,1.0
2,11.954,0.2,1.3742,0.04066,0.03337,-0.045,0.0598,1.0
3,11.961,0.2,1.3752,0.04063,0.03335,-0.045,0.0593,1.0
4,12.001,0.201,1.3747,0.04113,0.03385,-0.0448,0.0589,1.0
5,12.061,0.2,1.3743,0.04174,0.03445,-0.0445,0.0583,1.0
6,11.94,0.199,1.3752,0.04038,0.03309,-0.0452,0.0597,1.0
7,12.03,0.199,1.374,0.04141,0.03412,-0.0446,0.059,1.0
8,11.923,0.2,1.3746,0.04031,0.03301,-0.0452,0.06,1.0
9,11.956,0.2,1.3753,0.04057,0.03329,-0.0451,0.0594,1.0
10,12.078,0.2,1.3737,0.04198,0.03469,-0.0443,0.0583,1.0
11,12.055,0.199,1.3746,0.04161,0.03433,-0.0445,0.0583,1.0
12,12.0,0.2,1.3753,0.04102,0.03374,-0.0449,0.0587,1.0
13,11.934,0.2,1.3748,0.0404,0.0331,-0.0451,0.0598,1.0
14,11.98,0.2,1.3744,0.04091,0.03362,-0.0449,0.0594,1.0
