,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,4.995,0.2,1.0308,0.01269,0.006,-0.0998,0.5196,1.0
1,4.934,0.2,1.0248,0.01266,0.00593,-0.0999,0.5222,1.0
2,4.954,0.201,1.0269,0.01265,0.00595,-0.0999,0.5209,1.0
3,5.012,0.2,1.0327,0.01277,0.00606,-0.0997,0.5199,1.0
4,5.04,0.199,1.0352,0.01277,0.00607,-0.0996,0.5186,1.0
5,4.973,0.2,1.0287,0.0127,0.00599,-0.0998,0.5209,1.0
6,5.068,0.201,1.0385,0.01279,0.00612,-0.0996,0.5172,1.0
7,5.023,0.2,1.0336,0.01271,0.00603,-0.0997,0.5185,1.0
8,4.972,0.199,1.0282,0.01265,0.00596,-0.0998,0.5203,1.0
9,5.07,0.2,1.0384,0.01271,0.00606,-0.0995,0.5159,1.0
10,4.954,0.199,1.0264,0.01262,0.00593,-0.0998,0.5208,1.0
11,5.033,0.201,1.035,0.01279,0.00608,-0.0997,0.519,1.0
12,4.968,0.2,1.028,0.01264,0.00596,-0.0998,0.5203,1.0
13,4.954,0.2,1.0269,0.01271,0.00598,-0.0999,0.522,1.0
