,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.995,0.2,1.368,0.02411,0.01668,-0.0619,0.1269,1.0
1,10.011,0.2,1.3678,0.02423,0.01679,-0.0617,0.1254,1.0
2,9.967,0.199,1.3684,0.02385,0.01645,-0.0623,0.129,1.0
3,10.027,0.2,1.3685,0.02429,0.01685,-0.0615,0.1231,1.0
4,9.973,0.199,1.3684,0.0239,0.01649,-0.0623,0.1285,1.0
5,9.928,0.2,1.3688,0.02357,0.01619,-0.0629,0.1315,1.0
6,10.038,0.201,1.3685,0.02439,0.01696,-0.0613,0.1222,1.0
7,10.021,0.201,1.368,0.02431,0.01688,-0.0615,0.1242,1.0
8,9.938,0.199,1.3689,0.02359,0.01621,-0.0628,0.13,1.0
9,10.076,0.199,1.369,0.02458,0.01714,-0.061,0.1189,1.0
10,9.941,0.2,1.3687,0.02367,0.01629,-0.0627,0.1307,1.0
11,9.972,0.199,1.3685,0.02387,0.01646,-0.0623,0.1276,1.0
12,10.015,0.201,1.3684,0.02423,0.0168,-0.0616,0.1239,1.0
13,10.001,0.201,1.3685,0.02411,0.01669,-0.0618,0.1244,1.0
14,9.923,0.199,1.3686,0.02354,0.01616,-0.0629,0.1333,1.0
