,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,16.955,0.199,1.3804,0.10095,0.09569,-0.0372,0.0309,1.0
1,16.988,0.199,1.3788,0.10166,0.09642,-0.0373,0.0309,1.0
2,16.999,0.199,1.38,0.10164,0.0964,-0.0375,0.0307,1.0
3,17.014,0.201,1.3775,0.10239,0.09718,-0.0376,0.0308,1.0
4,17.028,0.199,1.3798,0.10209,0.09686,-0.0377,0.0305,1.0
5,17.023,0.2,1.3781,0.10236,0.09715,-0.0376,0.0307,1.0
6,17.013,0.201,1.3763,0.10255,0.09735,-0.0375,0.031,1.0
7,16.923,0.199,1.3813,0.10035,0.09507,-0.0371,0.0309,1.0
8,16.939,0.201,1.3798,0.10097,0.09571,-0.0373,0.0308,1.0
9,16.989,0.201,1.3783,0.10191,0.09669,-0.0375,0.0308,1.0
10,17.019,0.199,1.3782,0.10219,0.09698,-0.0375,0.0308,1.0
11,16.953,0.2,1.3793,0.10116,0.09591,-0.0372,0.031,1.0
12,17.067,0.2,1.3762,0.10328,0.0981,-0.0378,0.0308,1.0
13,17.012,0.199,1.3777,0.10216,0.09695,-0.0374,0.031,1.0
14,17.08,0.199,1.3773,0.10322,0.09803,-0.0379,0.0306,1.0
