,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,2.014,0.2,0.7106,0.01015,0.00393,-0.1045,0.6296,1.0
1,1.951,0.199,0.7038,0.01008,0.00388,-0.1046,0.632,1.0
2,1.968,0.201,0.706,0.01017,0.00393,-0.1046,0.6328,1.0
3,1.973,0.201,0.7064,0.01012,0.00391,-0.1046,0.6314,1.0
4,1.971,0.2,0.7061,0.01016,0.00393,-0.1046,0.6326,1.0
5,1.989,0.2,0.708,0.01019,0.00394,-0.1046,0.632,1.0
6,1.932,0.199,0.7019,0.01014,0.0039,-0.1047,0.6346,1.0
7,1.934,0.2,0.7022,0.01011,0.00389,-0.1047,0.6338,1.0
8,1.995,0.2,0.7086,0.01013,0.00392,-0.1045,0.6304,1.0
9,1.93,0.201,0.7019,0.0101,0.00388,-0.1047,0.6335,1.0
10,1.978,0.199,0.7066,0.01013,0.00391,-0.1046,0.6314,1.0
11,2.006,0.201,0.71,0.01019,0.00395,-0.1046,0.631,1.0
12,2.052,0.2,0.7147,0.01022,0.00397,-0.1045,0.629,1.0
13,1.971,0.2,0.7061,0.01015,0.00392,-0.1046,0.6322,1.0
14,2.028,0.2,0.712,0.01013,0.00391,-0.1045,0.6283,1.0
