,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.021,0.199,1.3824,0.06259,0.05585,-0.0375,0.042,1.0
1,13.942,0.199,1.3819,0.06173,0.05498,-0.0377,0.0424,1.0
2,13.923,0.199,1.3815,0.06154,0.05479,-0.0377,0.0426,1.0
3,14.004,0.2,1.3825,0.06245,0.05571,-0.0377,0.0418,1.0
4,14.069,0.2,1.3822,0.06321,0.05647,-0.0373,0.0419,1.0
5,13.944,0.201,1.3812,0.06192,0.05518,-0.0376,0.0426,1.0
6,13.971,0.199,1.3822,0.06204,0.0553,-0.0377,0.0422,1.0
7,14.076,0.2,1.3828,0.06322,0.05648,-0.0374,0.0414,1.0
8,13.946,0.2,1.3815,0.06187,0.05512,-0.0376,0.0425,1.0
9,13.958,0.199,1.3818,0.06192,0.05517,-0.0377,0.0424,1.0
10,14.071,0.2,1.3826,0.06319,0.05645,-0.0374,0.0416,1.0
11,14.062,0.199,1.3825,0.06304,0.0563,-0.0374,0.0418,1.0
12,14.053,0.199,1.3824,0.06295,0.0562,-0.0374,0.0419,1.0
13,13.922,0.199,1.3818,0.06151,0.05476,-0.0378,0.0425,1.0
14,13.926,0.2,1.3812,0.06166,0.05491,-0.0377,0.0427,1.0
