,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,7.932,0.2,1.3049,0.01563,0.00914,-0.0872,0.3656,1.0
1,8.002,0.2,1.3099,0.01579,0.00929,-0.0867,0.3612,1.0
2,8.061,0.2,1.3146,0.01585,0.00937,-0.0863,0.3554,1.0
3,8.058,0.2,1.3144,0.01582,0.00934,-0.0863,0.355,1.0
4,7.952,0.2,1.3063,0.0157,0.0092,-0.0871,0.3648,1.0
5,8.043,0.2,1.3133,0.01578,0.0093,-0.0865,0.356,1.0
6,7.935,0.2,1.3051,0.01565,0.00917,-0.0872,0.3658,1.0
7,7.981,0.2,1.3082,0.01578,0.00926,-0.0868,0.3632,1.0
8,7.929,0.201,1.3049,0.01562,0.00914,-0.0872,0.3654,1.0
9,8.053,0.201,1.3142,0.01586,0.00937,-0.0863,0.3563,1.0
10,7.948,0.2,1.306,0.01567,0.00918,-0.0871,0.3648,1.0
11,7.932,0.2,1.3049,0.01567,0.00918,-0.0872,0.3664,1.0
12,8.077,0.199,1.3155,0.01584,0.00936,-0.0862,0.3534,1.0
13,8.053,0.199,1.3138,0.0158,0.00933,-0.0864,0.3557,1.0
14,7.956,0.201,1.3067,0.01567,0.00918,-0.087,0.3636,1.0
