,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,4.006,0.2,1.0331,0.0126,0.0057,-0.1259,0.5566,1.0
1,3.95,0.2,1.0272,0.0125,0.0056,-0.126,0.5573,1.0
2,4.038,0.2,1.036,0.01254,0.00569,-0.1257,0.5543,1.0
3,3.952,0.199,1.0271,0.01254,0.00564,-0.1259,0.5581,1.0
4,3.946,0.2,1.0266,0.01253,0.00563,-0.126,0.5581,1.0
5,4.014,0.199,1.0333,0.01251,0.00566,-0.1258,0.555,1.0
6,3.981,0.2,1.0306,0.01259,0.00567,-0.126,0.5575,1.0
7,3.971,0.2,1.0295,0.01258,0.00566,-0.126,0.5577,1.0
8,3.989,0.199,1.0308,0.01249,0.00563,-0.1258,0.5558,1.0
9,4.039,0.199,1.0359,0.01253,0.00569,-0.1257,0.5543,1.0
10,4.075,0.201,1.0402,0.01263,0.00577,-0.1257,0.554,1.0
11,4.002,0.199,1.0321,0.01249,0.00564,-0.1258,0.5552,1.0
12,3.972,0.2,1.0295,0.01253,0.00564,-0.1259,0.557,1.0
