,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,19.925,0.2,1.3665,0.16201,0.15814,-0.0806,0.0268,1.0
1,19.976,0.2,1.3679,0.16253,0.15866,-0.0809,0.0266,1.0
2,20.075,0.199,1.3434,0.17001,0.16636,-0.0862,0.0273,1.0
3,19.97,0.2,1.3519,0.16623,0.16248,-0.0835,0.0272,1.0
4,19.947,0.2,1.3779,0.15973,0.15577,-0.0791,0.0262,1.0
5,19.931,0.199,1.3887,0.15681,0.15274,-0.077,0.0259,1.0
6,20.002,0.199,1.366,0.16331,0.15946,-0.0815,0.0266,1.0
7,19.956,0.199,1.3776,0.15985,0.15589,-0.0792,0.0262,1.0
8,20.043,0.201,1.3726,0.1626,0.15871,-0.0809,0.0261,1.0
9,20.051,0.201,1.3415,0.17027,0.16662,-0.0864,0.0273,1.0
10,20.043,0.201,1.3671,0.16393,0.16008,-0.0819,0.0264,1.0
11,20.037,0.2,1.3806,0.16045,0.15647,-0.0794,0.0259,1.0
12,20.065,0.2,1.3573,0.16654,0.16278,-0.0837,0.0267,1.0
13,19.999,0.2,1.3715,0.16207,0.15818,-0.0806,0.0263,1.0
14,20.003,0.2,1.3771,0.16079,0.15685,-0.0797,0.0261,1.0
15,20.019,0.2,1.3681,0.16319,0.15934,-0.0814,0.0264,1.0
16,19.956,0.2,1.352,0.16597,0.16222,-0.0834,0.0273,1.0
17,19.944,0.199,1.3688,0.1617,0.15782,-0.0804,0.0267,1.0
18,19.979,0.2,1.3762,0.16062,0.15668,-0.0797,0.0262,1.0
19,19.949,0.201,1.3795,0.15947,0.1555,-0.0789,0.0261,1.0
20,20.001,0.201,1.3489,0.16759,0.16388,-0.0845,0.0272,1.0
21,19.994,0.199,1.357,0.16532,0.16155,-0.0829,0.027,1.0
22,19.982,0.199,1.3779,0.1602,0.15625,-0.0794,0.0262,1.0
23,19.988,0.2,1.3479,0.1675,0.16379,-0.0844,0.0273,1.0
24,19.955,0.201,1.3734,0.16101,0.15709,-0.0799,0.0263,1.0
25,19.955,0.201,1.3782,0.15986,0.15589,-0.0792,0.0261,1.0
26,19.927,0.201,1.3845,0.15795,0.15392,-0.0778,0.026,1.0
27,19.95,0.2,1.387,0.15759,0.15354,-0.0775,0.0259,1.0
28,19.941,0.2,1.3539,0.16526,0.16149,-0.0829,0.0272,1.0
29,20.076,0.201,1.3773,0.16197,0.15804,-0.0804,0.0259,1.0
30,20.061,0.199,1.3845,0.15973,0.15572,-0.0788,0.0257,1.0
31,19.938,0.201,1.3729,0.16084,0.15693,-0.0798,0.0264,1.0
32,20.03,0.199,1.3668,0.16357,0.15973,-0.0816,0.0265,1.0
33,20.037,0.201,1.3789,0.16097,0.15701,-0.0798,0.0259,1.0
34,20.016,0.2,1.3641,0.16409,0.16026,-0.082,0.0266,1.0
35,20.038,0.199,1.3684,0.16334,0.15948,-0.0815,0.0264,1.0
36,19.947,0.201,1.3681,0.1621,0.15823,-0.0807,0.0266,1.0
37,19.995,0.2,1.3588,0.16499,0.1612,-0.0826,0.0269,1.0
38,19.987,0.2,1.3741,0.16126,0.15734,-0.0801,0.0263,1.0
39,20.048,0.2,1.3699,0.16323,0.15936,-0.0814,0.0263,1.0
40,19.924,0.2,1.3742,0.16022,0.15629,-0.0794,0.0264,1.0
41,20.037,0.2,1.3795,0.16073,0.15677,-0.0796,0.0259,1.0
42,20.056,0.199,1.3494,0.16822,0.16452,-0.0849,0.0271,1.0
43,19.957,0.2,1.36,0.16408,0.16027,-0.082,0.0269,1.0
44,20.075,0.2,1.3452,0.16966,0.166,-0.0859,0.0271,1.0
45,20.041,0.2,1.3714,0.16277,0.15889,-0.0811,0.0262,1.0
46,19.989,0.199,1.3642,0.16352,0.15969,-0.0816,0.0267,1.0
47,20.057,0.199,1.3658,0.16426,0.16043,-0.0821,0.0264,1.0
48,20.005,0.2,1.3759,0.16112,0.15718,-0.08,0.0261,1.0
49,20.039,0.2,1.372,0.16259,0.1587,-0.0809,0.0262,1.0
50,19.942,0.199,1.3884,0.15704,0.15297,-0.0772,0.0258,1.0
51,20.062,0.2,1.3427,0.17008,0.16642,-0.0862,0.0273,1.0
52,20.076,0.199,1.3676,0.16416,0.16032,-0.082,0.0263,1.0
53,19.959,0.201,1.3668,0.1626,0.15874,-0.081,0.0266,1.0
54,20.069,0.2,1.3528,0.16771,0.16398,-0.0845,0.0269,1.0
55,20.047,0.2,1.3606,0.16544,0.16166,-0.0829,0.0267,1.0
56,19.976,0.201,1.3514,0.16656,0.16283,-0.0838,0.0272,1.0
57,20.02,0.2,1.3833,0.15954,0.15554,-0.0788,0.0258,1.0
58,20.023,0.2,1.3529,0.16691,0.16318,-0.084,0.027,1.0
59,19.997,0.2,1.3479,0.16765,0.16394,-0.0845,0.0273,1.0
60,20.049,0.201,1.3609,0.1655,0.16171,-0.083,0.0266,1.0
61,19.922,0.2,1.388,0.15693,0.15287,-0.0771,0.0259,1.0
62,20.019,0.2,1.3747,0.16162,0.15771,-0.0803,0.0262,1.0
63,19.999,0.2,1.3495,0.16731,0.16359,-0.0843,0.0272,1.0
64,19.971,0.2,1.3499,0.16674,0.16301,-0.0839,0.0273,1.0
65,19.953,0.199,1.3679,0.16206,0.15819,-0.0806,0.0267,1.0
66,20.011,0.201,1.3523,0.16694,0.16321,-0.084,0.027,1.0
67,19.923,0.2,1.3732,0.16044,0.15652,-0.0796,0.0265,1.0
68,20.063,0.2,1.3681,0.16391,0.16007,-0.0818,0.0263,1.0
69,20.05,0.199,1.3515,0.16758,0.16386,-0.0844,0.027,1.0
70,19.989,0.2,1.3755,0.16095,0.15702,-0.0799,0.0262,1.0
71,19.971,0.199,1.3709,0.16164,0.15775,-0.0803,0.0265,1.0
72,20.039,0.2,1.3712,0.16279,0.15891,-0.0811,0.0262,1.0
73,19.972,0.199,1.3712,0.16161,0.15772,-0.0803,0.0265,1.0
74,19.984,0.201,1.3528,0.16635,0.16261,-0.0836,0.0271,1.0
75,20.009,0.2,1.3524,0.16677,0.16304,-0.0839,0.0271,1.0
76,19.953,0.2,1.3824,0.15874,0.15474,-0.0784,0.026,1.0
77,19.996,0.199,1.3777,0.16046,0.15652,-0.0795,0.0261,1.0
78,20.077,0.2,1.368,0.16417,0.16033,-0.082,0.0263,1.0
79,19.925,0.199,1.3685,0.16145,0.15757,-0.0802,0.0267,1.0
80,19.932,0.201,1.3734,0.16064,0.15672,-0.0797,0.0264,1.0
81,19.972,0.2,1.3865,0.15804,0.154,-0.0778,0.0258,1.0
82,20.037,0.201,1.3764,0.16159,0.15766,-0.0802,0.026,1.0
83,19.928,0.201,1.3718,0.16095,0.15704,-0.0799,0.0265,1.0
84,19.969,0.199,1.3525,0.16596,0.16221,-0.0833,0.0272,1.0
85,19.928,0.201,1.3775,0.15961,0.15565,-0.079,0.0262,1.0
86,20.013,0.2,1.3512,0.16714,0.16341,-0.0842,0.0271,1.0
87,19.956,0.2,1.3661,0.16261,0.15876,-0.081,0.0267,1.0
88,19.931,0.199,1.3745,0.16017,0.15623,-0.0794,0.0264,1.0
89,20.033,0.201,1.3766,0.16147,0.15754,-0.0801,0.026,1.0
90,20.053,0.2,1.3597,0.16577,0.16199,-0.0831,0.0267,1.0
91,19.988,0.2,1.3548,0.16584,0.16208,-0.0833,0.0271,1.0
92,19.935,0.199,1.3664,0.1621,0.15824,-0.0806,0.0268,1.0
93,19.994,0.201,1.3657,0.16344,0.15959,-0.0816,0.0266,1.0
94,19.991,0.201,1.3498,0.16721,0.16349,-0.0842,0.0272,1.0
95,19.933,0.2,1.3683,0.16173,0.15785,-0.0804,0.0267,1.0
96,19.959,0.2,1.3661,0.16267,0.15881,-0.081,0.0267,1.0
97,19.945,0.199,1.3782,0.15953,0.15556,-0.0789,0.0262,1.0
98,20.045,0.2,1.3693,0.16333,0.15947,-0.0815,0.0263,1.0
