,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.015,0.2,1.4269,0.08087,0.07434,-0.0573,0.042,1.0
1,15.011,0.199,1.4264,0.08074,0.07418,-0.0572,0.0423,1.0
2,14.937,0.2,1.4256,0.07994,0.07333,-0.0572,0.0426,1.0
3,15.07,0.2,1.4274,0.08151,0.07502,-0.0573,0.0416,1.0
4,15.044,0.2,1.4276,0.0812,0.07471,-0.0574,0.0417,1.0
5,14.961,0.201,1.4267,0.08031,0.07377,-0.0575,0.0422,1.0
6,15.061,0.2,1.4276,0.0814,0.07492,-0.0573,0.0416,1.0
7,14.963,0.199,1.4263,0.08017,0.07359,-0.0573,0.0424,1.0
8,14.966,0.199,1.4262,0.0802,0.07361,-0.0572,0.0425,1.0
9,15.073,0.201,1.4274,0.08164,0.07515,-0.0573,0.0415,1.0
10,15.068,0.201,1.4275,0.08157,0.07509,-0.0573,0.0415,1.0
11,15.057,0.2,1.4273,0.08136,0.07486,-0.0573,0.0417,1.0
12,15.036,0.199,1.4271,0.08103,0.0745,-0.0572,0.042,1.0
13,15.011,0.199,1.4274,0.08073,0.07421,-0.0574,0.0419,1.0
14,14.971,0.201,1.4262,0.08043,0.07386,-0.0573,0.0423,1.0
