,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,3.014,0.2,0.9241,0.01164,0.00493,-0.1268,0.5845,1.0
1,3.06,0.199,0.9289,0.01168,0.00496,-0.1267,0.5832,1.0
2,2.961,0.201,0.9186,0.01159,0.00488,-0.1269,0.5859,1.0
3,3.065,0.2,0.9296,0.01162,0.00493,-0.1267,0.5817,1.0
4,2.921,0.201,0.9144,0.01157,0.00485,-0.1269,0.5875,1.0
5,2.967,0.2,0.919,0.01156,0.00487,-0.1268,0.5852,1.0
6,3.05,0.201,0.9281,0.0116,0.00491,-0.1267,0.5819,1.0
7,3.071,0.201,0.9305,0.01169,0.00497,-0.1267,0.5824,1.0
8,2.928,0.201,0.9152,0.01159,0.00487,-0.1269,0.5875,1.0
9,3.019,0.2,0.9246,0.0116,0.0049,-0.1268,0.5834,1.0
10,3.076,0.2,0.9308,0.01163,0.00493,-0.1267,0.5813,1.0
11,2.979,0.2,0.9204,0.01162,0.0049,-0.1268,0.5857,1.0
12,2.924,0.201,0.9146,0.01151,0.00483,-0.1269,0.5862,1.0
13,2.983,0.199,0.9205,0.01155,0.00487,-0.1268,0.5844,1.0
14,3.014,0.201,0.9243,0.01163,0.00492,-0.1268,0.5841,1.0
