,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.018,0.2,1.1419,0.01346,0.00659,-0.1245,0.527,1.0
1,4.951,0.2,1.1341,0.01357,0.00669,-0.1246,0.5311,1.0
2,4.922,0.201,1.1312,0.01353,0.00665,-0.1246,0.5316,1.0
3,5.057,0.201,1.1468,0.0135,0.00662,-0.1245,0.5258,1.0
4,4.977,0.201,1.1372,0.01357,0.00669,-0.1245,0.5299,1.0
5,4.98,0.199,1.1373,0.0134,0.00655,-0.1245,0.5279,1.0
6,5.002,0.201,1.1399,0.01359,0.00671,-0.1245,0.5292,1.0
7,5.032,0.2,1.1432,0.01354,0.00666,-0.1245,0.5275,1.0
8,5.003,0.199,1.1395,0.01362,0.00673,-0.1245,0.5298,1.0
9,4.969,0.201,1.1364,0.01352,0.00665,-0.1245,0.5297,1.0
10,4.985,0.201,1.1383,0.01346,0.0066,-0.1245,0.5282,1.0
11,5.021,0.199,1.1419,0.01346,0.00659,-0.1245,0.5271,1.0
12,5.051,0.199,1.1455,0.01348,0.0066,-0.1245,0.5261,1.0
13,4.942,0.2,1.1332,0.01342,0.00657,-0.1245,0.5295,1.0
14,5.043,0.2,1.1442,0.01362,0.00673,-0.1245,0.5282,1.0
15,4.961,0.2,1.1352,0.01354,0.00667,-0.1245,0.5304,1.0
16,4.976,0.2,1.1369,0.01352,0.00665,-0.1245,0.5295,1.0
17,4.959,0.201,1.1354,0.01339,0.00654,-0.1245,0.5283,1.0
18,4.975,0.201,1.137,0.01353,0.00666,-0.1245,0.5295,1.0
19,4.935,0.201,1.1327,0.01344,0.00658,-0.1246,0.5299,1.0
20,5.014,0.199,1.1407,0.01361,0.00672,-0.1245,0.5292,1.0
21,4.923,0.199,1.131,0.01332,0.00649,-0.1245,0.5291,1.0
22,4.922,0.2,1.131,0.0134,0.00655,-0.1246,0.5301,1.0
23,4.998,0.199,1.1394,0.01341,0.00655,-0.1245,0.5272,1.0
24,4.996,0.2,1.139,0.0136,0.00671,-0.1245,0.5297,1.0
25,4.995,0.201,1.1395,0.01343,0.00657,-0.1245,0.5275,1.0
