,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,20.075,0.2,1.4737,0.15491,0.15044,-0.0886,0.025,1.0
1,19.996,0.199,1.4765,0.15297,0.14842,-0.0874,0.0253,1.0
2,19.974,0.2,1.4767,0.15262,0.14805,-0.0871,0.0254,1.0
3,19.971,0.2,1.477,0.15264,0.14809,-0.0873,0.0252,1.0
4,19.986,0.2,1.4765,0.1529,0.14835,-0.0874,0.0253,1.0
5,20.069,0.2,1.4736,0.15457,0.15006,-0.088,0.0255,1.0
6,20.044,0.199,1.4755,0.15402,0.14952,-0.0881,0.025,1.0
7,20.033,0.199,1.4755,0.15374,0.14922,-0.0878,0.0252,1.0
8,20.051,0.201,1.4738,0.15437,0.14985,-0.0879,0.0255,1.0
9,19.99,0.2,1.4763,0.15293,0.14837,-0.0873,0.0254,1.0
10,19.935,0.2,1.478,0.15186,0.14727,-0.0869,0.0253,1.0
11,20.009,0.2,1.4757,0.15339,0.14885,-0.0876,0.0253,1.0
12,20.047,0.201,1.4738,0.15439,0.14988,-0.0881,0.0254,1.0
13,19.955,0.2,1.4774,0.1522,0.14761,-0.0869,0.0254,1.0
14,19.99,0.199,1.477,0.15285,0.1483,-0.0875,0.0251,1.0
15,19.922,0.201,1.478,0.15185,0.14727,-0.087,0.0252,1.0
16,19.97,0.201,1.4769,0.15243,0.14783,-0.0868,0.0257,1.0
17,20.07,0.201,1.4731,0.15483,0.15033,-0.0882,0.0255,1.0
18,20.03,0.2,1.4749,0.15389,0.14937,-0.0879,0.0253,1.0
19,19.947,0.201,1.4771,0.15236,0.1478,-0.0872,0.0252,1.0
20,20.032,0.201,1.4744,0.15413,0.14962,-0.088,0.0253,1.0
21,20.001,0.2,1.4759,0.15321,0.14866,-0.0875,0.0254,1.0
22,20.046,0.2,1.4745,0.15411,0.14959,-0.0879,0.0254,1.0
23,19.965,0.2,1.4771,0.15252,0.14796,-0.0873,0.0252,1.0
24,19.982,0.2,1.4767,0.15264,0.14805,-0.087,0.0256,1.0
25,20.017,0.199,1.4763,0.15343,0.14891,-0.0878,0.0251,1.0
26,20.027,0.199,1.4755,0.15352,0.14898,-0.0876,0.0254,1.0
27,19.929,0.199,1.4787,0.15151,0.1469,-0.0866,0.0254,1.0
28,19.936,0.2,1.4781,0.1517,0.14708,-0.0866,0.0256,1.0
29,20.03,0.199,1.4754,0.15365,0.14912,-0.0877,0.0253,1.0
30,20.008,0.2,1.4757,0.15324,0.14868,-0.0873,0.0255,1.0
31,19.997,0.199,1.4765,0.15292,0.14836,-0.0873,0.0254,1.0
32,20.021,0.2,1.4758,0.15371,0.14921,-0.088,0.025,1.0
33,20.036,0.2,1.4747,0.15393,0.1494,-0.0878,0.0254,1.0
34,19.959,0.2,1.4772,0.1523,0.14771,-0.087,0.0254,1.0
35,19.924,0.201,1.478,0.15169,0.14708,-0.0866,0.0255,1.0
36,19.922,0.201,1.478,0.15186,0.14728,-0.087,0.0251,1.0
37,20.073,0.199,1.474,0.15446,0.14995,-0.088,0.0255,1.0
38,20.049,0.2,1.4743,0.1543,0.1498,-0.0881,0.0252,1.0
39,20.066,0.2,1.4742,0.1547,0.15022,-0.0885,0.025,1.0
40,20.053,0.2,1.4741,0.15431,0.1498,-0.088,0.0254,1.0
41,20.044,0.199,1.4756,0.15401,0.14952,-0.0881,0.025,1.0
42,20.062,0.199,1.4749,0.15441,0.14993,-0.0884,0.0249,1.0
43,20.029,0.2,1.475,0.15384,0.14932,-0.0878,0.0253,1.0
44,19.976,0.199,1.4773,0.15257,0.14801,-0.0873,0.0252,1.0
45,19.967,0.2,1.4773,0.15259,0.14804,-0.0874,0.0251,1.0
46,20.042,0.2,1.4746,0.15416,0.14966,-0.0881,0.0252,1.0
47,19.943,0.2,1.4781,0.15181,0.14719,-0.0866,0.0256,1.0
48,20.01,0.2,1.4757,0.1535,0.14897,-0.0878,0.0251,1.0
49,20.035,0.201,1.4744,0.15422,0.14973,-0.0882,0.0251,1.0
50,19.974,0.199,1.4777,0.15217,0.14756,-0.0867,0.0257,1.0
51,20.011,0.2,1.4759,0.15353,0.14901,-0.0879,0.025,1.0
52,20.013,0.2,1.4757,0.15325,0.14868,-0.0873,0.0256,1.0
53,19.974,0.2,1.4768,0.15269,0.14813,-0.0873,0.0253,1.0
54,19.982,0.201,1.476,0.15302,0.14846,-0.0874,0.0254,1.0
55,19.953,0.2,1.4775,0.15216,0.14757,-0.0869,0.0254,1.0
56,19.977,0.199,1.4775,0.15259,0.14804,-0.0874,0.0251,1.0
57,20.002,0.199,1.4766,0.15283,0.14824,-0.087,0.0256,1.0
58,20.05,0.2,1.4743,0.15414,0.14961,-0.0878,0.0255,1.0
59,19.994,0.201,1.4758,0.15308,0.14851,-0.0872,0.0256,1.0
60,20.073,0.201,1.4733,0.15507,0.15061,-0.0887,0.025,1.0
61,20.047,0.2,1.4744,0.1541,0.14957,-0.0878,0.0255,1.0
62,19.95,0.199,1.4781,0.15202,0.14745,-0.087,0.0252,1.0
63,20.057,0.199,1.4746,0.15414,0.14961,-0.0878,0.0255,1.0
64,20.017,0.2,1.4755,0.15343,0.14887,-0.0874,0.0255,1.0
65,19.956,0.201,1.4771,0.15256,0.14801,-0.0874,0.0251,1.0
66,19.942,0.2,1.4777,0.15201,0.14743,-0.0869,0.0253,1.0
67,20.035,0.199,1.4755,0.15381,0.14929,-0.0879,0.0251,1.0
68,19.961,0.2,1.4772,0.15234,0.14776,-0.087,0.0254,1.0
69,20.038,0.199,1.4754,0.15389,0.14939,-0.088,0.0251,1.0
70,20.066,0.2,1.4743,0.1547,0.15022,-0.0885,0.025,1.0
71,20.023,0.201,1.475,0.15398,0.14948,-0.0881,0.0251,1.0
72,20.063,0.199,1.4744,0.15434,0.14983,-0.088,0.0253,1.0
73,20.038,0.2,1.4746,0.15391,0.14937,-0.0877,0.0255,1.0
74,19.985,0.2,1.4765,0.15283,0.14826,-0.0872,0.0254,1.0
75,20.022,0.2,1.4757,0.15374,0.14923,-0.088,0.025,1.0
76,20.004,0.201,1.4753,0.15342,0.14887,-0.0875,0.0255,1.0
77,19.927,0.2,1.4784,0.15173,0.14715,-0.0869,0.0252,1.0
78,20.054,0.2,1.4746,0.15443,0.14995,-0.0883,0.025,1.0
79,20.029,0.2,1.4753,0.15389,0.14938,-0.088,0.0251,1.0
80,20.028,0.199,1.4755,0.15354,0.14899,-0.0876,0.0254,1.0
81,19.941,0.2,1.4783,0.15163,0.147,-0.0864,0.0257,1.0
82,19.922,0.2,1.4785,0.15166,0.14707,-0.0869,0.0251,1.0
83,19.963,0.2,1.4771,0.15234,0.14775,-0.0869,0.0255,1.0
84,19.986,0.199,1.477,0.15264,0.14807,-0.0871,0.0254,1.0
85,19.935,0.2,1.4787,0.15143,0.14679,-0.0862,0.0258,1.0
86,20.002,0.2,1.4759,0.1531,0.14853,-0.0873,0.0255,1.0
87,20.038,0.2,1.4749,0.1541,0.14961,-0.0881,0.0251,1.0
88,19.953,0.199,1.4782,0.15184,0.14723,-0.0866,0.0256,1.0
89,19.95,0.2,1.4775,0.15218,0.1476,-0.087,0.0253,1.0
90,19.953,0.201,1.4771,0.1525,0.14795,-0.0873,0.0251,1.0
91,19.983,0.2,1.4765,0.15277,0.1482,-0.0872,0.0254,1.0
92,20.057,0.2,1.4746,0.15449,0.15001,-0.0884,0.025,1.0
93,20.019,0.2,1.4753,0.15355,0.14901,-0.0876,0.0254,1.0
94,19.98,0.201,1.4761,0.15303,0.14848,-0.0875,0.0252,1.0
95,19.967,0.201,1.4765,0.15275,0.14819,-0.0874,0.0252,1.0
96,20.059,0.201,1.4735,0.15476,0.15028,-0.0884,0.0252,1.0
97,19.951,0.201,1.477,0.15237,0.14779,-0.0871,0.0253,1.0
98,20.068,0.199,1.4741,0.15454,0.15004,-0.0883,0.0252,1.0
99,20.047,0.2,1.4743,0.15418,0.14966,-0.0879,0.0254,1.0
