,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,18.944,0.2,1.4915,0.13508,0.12983,-0.0797,0.0277,1.0
1,19.069,0.201,1.4928,0.13655,0.13133,-0.08,0.0273,1.0
2,18.943,0.201,1.4909,0.13524,0.13,-0.0797,0.0277,1.0
3,19.036,0.201,1.4943,0.13585,0.13058,-0.0799,0.0272,1.0
4,18.937,0.199,1.492,0.13481,0.12955,-0.0797,0.0276,1.0
5,19.057,0.2,1.4963,0.1356,0.13031,-0.0797,0.027,1.0
6,18.988,0.2,1.4922,0.13554,0.1303,-0.0798,0.0275,1.0
7,18.968,0.199,1.4931,0.13504,0.12977,-0.0798,0.0274,1.0
8,18.942,0.201,1.492,0.13506,0.1298,-0.0798,0.0275,1.0
9,18.962,0.199,1.4921,0.13513,0.12987,-0.0797,0.0276,1.0
10,18.938,0.201,1.491,0.13517,0.12993,-0.0797,0.0277,1.0
11,18.947,0.2,1.4912,0.13516,0.12992,-0.0797,0.0277,1.0
12,19.075,0.201,1.4933,0.13656,0.13133,-0.08,0.0273,1.0
13,18.967,0.201,1.4921,0.13537,0.13013,-0.0798,0.0275,1.0
14,18.936,0.201,1.4907,0.13518,0.12995,-0.0797,0.0278,1.0
