,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,3.035,0.2,1.0331,0.01244,0.00549,-0.1508,0.5771,1.0
1,3.079,0.201,1.0387,0.01249,0.00552,-0.1508,0.5759,1.0
2,3.062,0.2,1.0361,0.01251,0.00554,-0.1508,0.5771,1.0
3,2.969,0.199,1.0253,0.01233,0.00543,-0.1507,0.5781,1.0
4,3.027,0.199,1.032,0.01242,0.00548,-0.1507,0.5771,1.0
5,2.971,0.199,1.0254,0.01237,0.00546,-0.1507,0.5786,1.0
6,2.952,0.2,1.0235,0.01233,0.00543,-0.1507,0.5786,1.0
7,3.038,0.199,1.0335,0.0124,0.00546,-0.1508,0.5764,1.0
8,3.005,0.199,1.0294,0.01239,0.00546,-0.1507,0.5776,1.0
9,3.013,0.2,1.0304,0.01244,0.00551,-0.1507,0.578,1.0
10,3.013,0.199,1.0301,0.01245,0.00551,-0.1507,0.5783,1.0
11,2.929,0.201,1.0211,0.01232,0.00543,-0.1507,0.5792,1.0
12,3.014,0.2,1.0305,0.01245,0.00551,-0.1507,0.578,1.0
13,2.931,0.201,1.0212,0.01234,0.00545,-0.1507,0.5795,1.0
14,2.946,0.2,1.0227,0.01238,0.00547,-0.1507,0.5796,1.0
