,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,1.93,0.2,0.9116,0.01142,0.00479,-0.1516,0.6072,1.0
1,1.977,0.201,0.9167,0.01147,0.00484,-0.1515,0.6058,1.0
2,2.071,0.2,0.9266,0.01156,0.00491,-0.1514,0.6033,1.0
3,2.066,0.2,0.926,0.01153,0.00489,-0.1514,0.6028,1.0
4,1.967,0.2,0.9155,0.01146,0.00482,-0.1515,0.6062,1.0
5,1.971,0.199,0.9158,0.01146,0.00483,-0.1515,0.6063,1.0
6,1.959,0.199,0.9146,0.01147,0.00482,-0.1515,0.6069,1.0
7,1.977,0.2,0.9165,0.01144,0.00482,-0.1515,0.6054,1.0
8,1.989,0.2,0.918,0.01154,0.00487,-0.1516,0.6067,1.0
9,1.994,0.2,0.9186,0.01155,0.00488,-0.1516,0.6067,1.0
10,1.974,0.2,0.9164,0.0115,0.00485,-0.1516,0.6066,1.0
11,1.951,0.201,0.9143,0.01152,0.00485,-0.1517,0.608,1.0
12,1.957,0.2,0.9146,0.01148,0.00483,-0.1516,0.6071,1.0
13,2.0,0.201,0.9192,0.0115,0.00486,-0.1515,0.6052,1.0
14,2.072,0.2,0.9266,0.01151,0.00488,-0.1514,0.6022,1.0
