,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.045,0.199,1.4724,0.08791,0.08145,-0.0782,0.0491,1.0
1,15.051,0.2,1.4711,0.08819,0.08172,-0.0782,0.0494,1.0
2,15.052,0.201,1.471,0.08829,0.08183,-0.0782,0.0494,1.0
3,15.064,0.2,1.471,0.08838,0.08191,-0.0782,0.0493,1.0
4,14.953,0.2,1.4722,0.08677,0.08028,-0.0782,0.0505,1.0
5,14.973,0.201,1.4718,0.08715,0.08066,-0.0782,0.0502,1.0
6,15.066,0.2,1.4717,0.08834,0.08188,-0.0782,0.049,1.0
7,14.931,0.199,1.4747,0.08616,0.07968,-0.0784,0.05,1.0
8,15.009,0.199,1.4726,0.08741,0.08094,-0.0782,0.0496,1.0
9,14.974,0.2,1.4728,0.08699,0.08051,-0.0783,0.0499,1.0
10,15.035,0.199,1.4728,0.08774,0.08128,-0.0783,0.0491,1.0
11,15.001,0.201,1.4734,0.08737,0.08091,-0.0783,0.0492,1.0
12,14.99,0.201,1.4727,0.0873,0.08082,-0.0783,0.0497,1.0
13,15.056,0.199,1.4721,0.08809,0.08163,-0.0782,0.0491,1.0
14,15.058,0.199,1.4716,0.08817,0.0817,-0.0782,0.0492,1.0
