,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,10.04,0.199,1.6454,0.02092,0.01486,-0.1177,0.3614,1.0
1,10.076,0.2,1.6465,0.02105,0.01499,-0.1171,0.3588,1.0
2,10.034,0.2,1.6454,0.02095,0.01488,-0.1177,0.362,1.0
3,10.079,0.201,1.6469,0.02116,0.01509,-0.1171,0.3599,1.0
4,9.993,0.201,1.6442,0.02098,0.01486,-0.1182,0.3666,1.0
5,10.032,0.2,1.6454,0.02104,0.01495,-0.1177,0.3638,1.0
6,10.055,0.2,1.646,0.02099,0.01493,-0.1174,0.3603,1.0
7,10.068,0.2,1.6466,0.02118,0.0151,-0.1173,0.3619,1.0
8,9.961,0.2,1.6428,0.02072,0.01462,-0.1186,0.3664,1.0
9,9.999,0.199,1.6441,0.02086,0.01477,-0.1182,0.365,1.0
10,9.931,0.199,1.6417,0.02071,0.01458,-0.119,0.3694,1.0
11,10.015,0.2,1.6448,0.02087,0.0148,-0.1179,0.3629,1.0
12,10.071,0.2,1.6465,0.02106,0.015,-0.1172,0.3596,1.0
13,10.06,0.199,1.6462,0.02114,0.01505,-0.1174,0.3627,1.0
14,10.047,0.199,1.6458,0.02112,0.01502,-0.1176,0.3637,1.0
15,10.062,0.201,1.6465,0.02118,0.01509,-0.1173,0.3622,1.0
16,10.074,0.2,1.6464,0.02102,0.01496,-0.1172,0.3586,1.0
17,10.0,0.199,1.6441,0.02091,0.0148,-0.1182,0.3655,1.0
18,9.962,0.199,1.6426,0.02083,0.01469,-0.1186,0.3683,1.0
19,9.929,0.2,1.6415,0.02065,0.01452,-0.1189,0.3685,1.0
20,10.007,0.2,1.6445,0.0209,0.01481,-0.118,0.3641,1.0
21,9.966,0.2,1.643,0.02074,0.01464,-0.1185,0.3662,1.0
22,10.055,0.2,1.6461,0.02107,0.015,-0.1174,0.3617,1.0
23,9.954,0.2,1.6425,0.02083,0.01469,-0.1186,0.3686,1.0
24,9.972,0.199,1.6431,0.0208,0.01469,-0.1185,0.3669,1.0
25,10.017,0.201,1.645,0.02101,0.01491,-0.1179,0.3645,1.0
26,9.933,0.201,1.6421,0.02078,0.01465,-0.1189,0.3695,1.0
27,10.056,0.2,1.6462,0.02111,0.01502,-0.1174,0.3621,1.0
28,9.942,0.2,1.6422,0.02079,0.01465,-0.1188,0.3692,1.0
