,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.993,0.2,1.3535,0.01569,0.00863,-0.148,0.5111,1.0
1,6.061,0.201,1.3593,0.0157,0.00872,-0.1476,0.5088,1.0
2,5.971,0.201,1.3515,0.01565,0.00859,-0.148,0.5113,1.0
3,5.98,0.2,1.3519,0.01562,0.00858,-0.1479,0.5108,1.0
4,6.018,0.2,1.3549,0.01561,0.00862,-0.1477,0.5095,1.0
5,5.946,0.2,1.3485,0.01556,0.00851,-0.148,0.5114,1.0
6,6.054,0.199,1.3578,0.01564,0.00867,-0.1475,0.5086,1.0
7,6.016,0.201,1.3551,0.01565,0.00864,-0.1478,0.5098,1.0
8,6.028,0.2,1.3559,0.01564,0.00865,-0.1477,0.5094,1.0
9,5.974,0.199,1.3508,0.01557,0.00854,-0.1479,0.5107,1.0
10,5.992,0.2,1.3528,0.01561,0.00859,-0.1479,0.5103,1.0
11,6.028,0.2,1.3566,0.01573,0.0087,-0.1478,0.5104,1.0
12,5.998,0.2,1.3537,0.01567,0.00862,-0.1479,0.5107,1.0
13,5.963,0.2,1.3499,0.01565,0.0086,-0.148,0.5118,1.0
14,5.944,0.199,1.3481,0.01552,0.00848,-0.148,0.5111,1.0
