,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,8.997,0.2,1.123,0.02164,0.01385,-0.0258,0.0774,1.0
1,8.977,0.2,1.1227,0.0215,0.01372,-0.0261,0.0775,1.0
2,8.942,0.2,1.1213,0.02137,0.0136,-0.0264,0.0786,1.0
3,9.013,0.199,1.1234,0.0217,0.0139,-0.0256,0.077,1.0
4,9.065,0.201,1.1251,0.02195,0.01416,-0.0249,0.0753,1.0
5,9.007,0.201,1.1233,0.02166,0.01387,-0.0256,0.0765,1.0
6,8.966,0.201,1.1221,0.02151,0.01373,-0.0261,0.0781,1.0
7,8.942,0.2,1.1217,0.02132,0.01355,-0.0265,0.0782,1.0
8,8.966,0.2,1.1221,0.02149,0.01371,-0.0262,0.0781,1.0
9,8.97,0.201,1.1222,0.02153,0.01375,-0.026,0.0781,1.0
10,9.001,0.2,1.1233,0.02162,0.01383,-0.0258,0.0768,1.0
11,8.95,0.2,1.1215,0.02142,0.01365,-0.0263,0.0786,1.0
12,9.004,0.199,1.1232,0.02166,0.01386,-0.0257,0.0773,1.0
13,9.0,0.199,1.1233,0.02161,0.01381,-0.0258,0.077,1.0
