,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,4.995,0.201,0.8154,0.0116,0.00514,-0.0507,0.4548,1.0
1,5.041,0.201,0.8197,0.01153,0.00508,-0.0505,0.4485,1.0
2,4.968,0.2,0.8126,0.01145,0.00503,-0.0508,0.4539,1.0
3,4.922,0.199,0.8081,0.01152,0.00507,-0.051,0.4604,1.0
4,5.032,0.199,0.8185,0.01163,0.00515,-0.0506,0.4522,1.0
5,5.061,0.2,0.8214,0.0117,0.00519,-0.0504,0.4507,1.0
6,4.941,0.2,0.8101,0.01155,0.0051,-0.051,0.4591,1.0
7,5.054,0.2,0.8208,0.01153,0.00509,-0.0505,0.4476,1.0
8,4.984,0.199,0.8139,0.01145,0.00503,-0.0508,0.4526,1.0
9,4.93,0.199,0.8089,0.01148,0.00505,-0.051,0.4585,1.0
10,4.954,0.2,0.8114,0.01151,0.00507,-0.0509,0.4568,1.0
11,5.042,0.2,0.8196,0.01155,0.00509,-0.0505,0.449,1.0
12,4.987,0.2,0.8145,0.01159,0.00513,-0.0508,0.4554,1.0
13,5.056,0.201,0.8211,0.01163,0.00515,-0.0504,0.4495,1.0
14,5.03,0.201,0.8187,0.01166,0.00517,-0.0506,0.4526,1.0
15,5.042,0.201,0.8198,0.01164,0.00515,-0.0505,0.4509,1.0
16,4.941,0.2,0.8101,0.01145,0.00503,-0.051,0.4566,1.0
17,4.923,0.201,0.8086,0.01144,0.00502,-0.051,0.4578,1.0
18,5.062,0.201,0.8217,0.01165,0.00516,-0.0504,0.4493,1.0
19,5.01,0.2,0.8165,0.01152,0.00507,-0.0506,0.4513,1.0
20,5.074,0.2,0.8228,0.01155,0.00511,-0.0504,0.446,1.0
21,5.016,0.2,0.8172,0.01161,0.00514,-0.0506,0.453,1.0
22,5.075,0.201,0.8231,0.01154,0.00511,-0.0504,0.4455,1.0
23,4.984,0.201,0.8144,0.01158,0.00512,-0.0508,0.4552,1.0
24,5.08,0.2,0.8234,0.01153,0.0051,-0.0504,0.4449,1.0
25,4.965,0.201,0.8125,0.01144,0.00502,-0.0509,0.4538,1.0
26,4.924,0.201,0.8087,0.01144,0.00502,-0.051,0.4577,1.0
27,5.065,0.201,0.822,0.01164,0.00516,-0.0504,0.4487,1.0
28,4.96,0.199,0.8118,0.01154,0.00509,-0.0509,0.457,1.0
29,4.928,0.2,0.8089,0.01145,0.00503,-0.051,0.4578,1.0
30,4.941,0.2,0.8101,0.01154,0.00509,-0.051,0.4588,1.0
31,4.983,0.2,0.8141,0.01152,0.00508,-0.0508,0.4541,1.0
32,4.949,0.199,0.8107,0.01153,0.00509,-0.0509,0.458,1.0
33,4.954,0.2,0.8113,0.01143,0.00502,-0.0509,0.4548,1.0
34,4.982,0.2,0.814,0.01154,0.00509,-0.0508,0.4547,1.0
35,4.945,0.2,0.8105,0.0115,0.00507,-0.0509,0.4575,1.0
36,4.932,0.2,0.8093,0.01152,0.00508,-0.051,0.4592,1.0
37,4.961,0.201,0.8121,0.01145,0.00503,-0.0509,0.4544,1.0
38,5.046,0.201,0.8202,0.01156,0.0051,-0.0505,0.4489,1.0
39,4.95,0.199,0.8108,0.0115,0.00507,-0.0509,0.4572,1.0
40,5.038,0.2,0.8192,0.01161,0.00513,-0.0505,0.4509,1.0
41,5.073,0.2,0.8227,0.01159,0.00514,-0.0504,0.4471,1.0
42,5.042,0.201,0.8198,0.01153,0.00508,-0.0505,0.4483,1.0
43,4.947,0.201,0.8109,0.01152,0.00508,-0.0509,0.4576,1.0
44,4.938,0.2,0.8099,0.01155,0.0051,-0.051,0.4593,1.0
45,4.945,0.2,0.8105,0.01148,0.00505,-0.0509,0.457,1.0
46,4.996,0.199,0.8151,0.01155,0.0051,-0.0507,0.4537,1.0
47,4.941,0.199,0.81,0.01149,0.00506,-0.051,0.4578,1.0
48,4.968,0.2,0.8126,0.01144,0.00502,-0.0508,0.4536,1.0
49,5.058,0.201,0.8213,0.0117,0.00519,-0.0504,0.4508,1.0
50,5.07,0.199,0.8221,0.01168,0.00518,-0.0504,0.4497,1.0
51,5.063,0.2,0.8216,0.0116,0.00513,-0.0504,0.4484,1.0
52,4.944,0.2,0.8104,0.0114,0.005,-0.0509,0.455,1.0
53,4.946,0.199,0.8104,0.01149,0.00506,-0.0509,0.4573,1.0
54,5.053,0.2,0.8207,0.01158,0.00512,-0.0505,0.4488,1.0
55,4.978,0.2,0.8136,0.01149,0.00506,-0.0508,0.454,1.0
56,5.016,0.201,0.8174,0.01164,0.00516,-0.0506,0.4535,1.0
57,5.027,0.2,0.8181,0.01154,0.00508,-0.0506,0.4503,1.0
58,5.049,0.2,0.8203,0.01167,0.00517,-0.0505,0.4511,1.0
59,4.994,0.199,0.8149,0.01148,0.00504,-0.0507,0.4521,1.0
60,5.011,0.2,0.8166,0.01152,0.00507,-0.0506,0.4513,1.0
61,5.03,0.2,0.8185,0.01159,0.00512,-0.0506,0.4513,1.0
62,5.003,0.199,0.8157,0.0115,0.00506,-0.0507,0.4518,1.0
63,4.959,0.199,0.8116,0.01147,0.00505,-0.0509,0.4555,1.0
64,5.023,0.2,0.8178,0.01155,0.00509,-0.0506,0.4509,1.0
65,5.038,0.199,0.819,0.01157,0.0051,-0.0505,0.4501,1.0
66,4.99,0.199,0.8145,0.01149,0.00506,-0.0507,0.453,1.0
67,5.056,0.2,0.821,0.01151,0.00508,-0.0505,0.4468,1.0
68,5.01,0.201,0.8168,0.01155,0.00509,-0.0506,0.4519,1.0
69,5.057,0.2,0.821,0.01168,0.00518,-0.0504,0.4507,1.0
70,5.027,0.2,0.8181,0.01156,0.00509,-0.0506,0.4507,1.0
71,4.994,0.199,0.815,0.01156,0.0051,-0.0507,0.4541,1.0
72,4.947,0.2,0.8107,0.01153,0.00508,-0.0509,0.4579,1.0
73,4.992,0.2,0.815,0.01157,0.00511,-0.0507,0.4544,1.0
74,4.974,0.2,0.8132,0.01149,0.00505,-0.0508,0.4542,1.0
75,4.924,0.201,0.8087,0.01145,0.00503,-0.051,0.4579,1.0
76,5.029,0.2,0.8183,0.01153,0.00507,-0.0506,0.4498,1.0
77,4.95,0.2,0.811,0.01152,0.00508,-0.0509,0.4573,1.0
78,5.028,0.2,0.8183,0.0116,0.00512,-0.0506,0.4516,1.0
79,5.034,0.201,0.819,0.01162,0.00514,-0.0505,0.4512,1.0
80,4.952,0.199,0.811,0.01141,0.005,-0.0509,0.4548,1.0
81,5.035,0.2,0.8189,0.01158,0.00511,-0.0505,0.4504,1.0
82,4.984,0.201,0.8143,0.01149,0.00505,-0.0508,0.4529,1.0
83,5.027,0.2,0.8181,0.01155,0.00508,-0.0506,0.4504,1.0
84,4.995,0.199,0.815,0.01152,0.00507,-0.0507,0.453,1.0
85,5.05,0.199,0.8202,0.01164,0.00515,-0.0505,0.4507,1.0
86,4.997,0.199,0.8151,0.01147,0.00504,-0.0507,0.4517,1.0
87,5.063,0.2,0.8217,0.01155,0.00511,-0.0504,0.4471,1.0
88,5.067,0.2,0.822,0.01163,0.00515,-0.0504,0.4485,1.0
89,5.036,0.199,0.8189,0.0116,0.00512,-0.0505,0.4511,1.0
90,5.055,0.2,0.8209,0.01152,0.00508,-0.0505,0.4471,1.0
91,4.959,0.2,0.8118,0.01144,0.00503,-0.0509,0.4546,1.0
92,4.934,0.2,0.8095,0.01153,0.00508,-0.051,0.4592,1.0
93,5.064,0.201,0.8219,0.0116,0.00514,-0.0504,0.4481,1.0
94,5.013,0.201,0.817,0.01155,0.00509,-0.0506,0.4516,1.0
95,4.989,0.2,0.8146,0.01146,0.00503,-0.0507,0.452,1.0
96,4.983,0.201,0.8143,0.01155,0.0051,-0.0508,0.4547,1.0
97,5.01,0.201,0.8167,0.01153,0.00508,-0.0506,0.4516,1.0
