,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,6.034,0.2,0.9129,0.01267,0.00605,-0.0463,0.3625,1.0
1,5.96,0.201,0.9061,0.01257,0.00596,-0.0465,0.3697,1.0
2,5.994,0.199,0.9089,0.01263,0.00601,-0.0464,0.3673,1.0
3,5.948,0.2,0.9049,0.01254,0.00593,-0.0466,0.3706,1.0
4,6.007,0.2,0.9103,0.01267,0.00604,-0.0464,0.3664,1.0
5,6.061,0.2,0.9153,0.01271,0.00609,-0.0461,0.3597,1.0
6,5.952,0.2,0.9052,0.01258,0.00596,-0.0466,0.3712,1.0
7,6.063,0.201,0.9157,0.0127,0.00607,-0.0461,0.3585,1.0
8,5.973,0.201,0.9072,0.01261,0.00599,-0.0465,0.369,1.0
9,6.049,0.2,0.9143,0.01271,0.00608,-0.0462,0.3615,1.0
10,5.929,0.199,0.9031,0.01253,0.00593,-0.0467,0.3733,1.0
11,6.001,0.2,0.9097,0.01267,0.00603,-0.0464,0.367,1.0
12,6.023,0.2,0.9118,0.01269,0.00606,-0.0463,0.3645,1.0
13,6.033,0.2,0.9128,0.01267,0.00605,-0.0463,0.3625,1.0
