,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,7.957,0.199,1.0611,0.01773,0.01008,-0.0345,0.1246,1.0
1,8.068,0.2,1.0688,0.01814,0.01046,-0.0336,0.1164,1.0
2,8.048,0.201,1.068,0.01803,0.01037,-0.0338,0.1168,1.0
3,8.072,0.2,1.0689,0.01817,0.01049,-0.0336,0.1163,1.0
4,7.955,0.201,1.0614,0.01773,0.01009,-0.0344,0.1242,1.0
5,7.954,0.2,1.0614,0.01769,0.01005,-0.0345,0.1241,1.0
6,7.958,0.2,1.0611,0.01777,0.01011,-0.0344,0.1247,1.0
7,7.943,0.2,1.0606,0.01766,0.01002,-0.0346,0.1248,1.0
8,8.03,0.2,1.0669,0.01793,0.01029,-0.034,0.1181,1.0
9,8.068,0.201,1.0689,0.01814,0.01046,-0.0336,0.116,1.0
10,8.048,0.201,1.0677,0.01807,0.0104,-0.0338,0.1175,1.0
11,7.954,0.2,1.0607,0.01777,0.01011,-0.0344,0.1252,1.0
12,8.077,0.2,1.0693,0.01818,0.01049,-0.0335,0.1158,1.0
13,8.055,0.201,1.0682,0.01809,0.01042,-0.0337,0.117,1.0
14,8.079,0.201,1.0695,0.01819,0.01051,-0.0335,0.1153,1.0
