,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,1.93,0.2,0.5203,0.00931,0.0036,-0.063,0.6561,1.0
1,2.029,0.199,0.5297,0.00937,0.00361,-0.0626,0.65,1.0
2,2.007,0.2,0.5277,0.00934,0.0036,-0.0627,0.6507,1.0
3,2.004,0.201,0.5275,0.00932,0.00359,-0.0627,0.6503,1.0
4,1.975,0.199,0.5245,0.00932,0.0036,-0.0628,0.6528,1.0
5,2.037,0.201,0.5307,0.00935,0.00359,-0.0626,0.6484,1.0
6,2.062,0.201,0.5331,0.00941,0.00362,-0.0625,0.6483,1.0
7,2.036,0.201,0.5306,0.00937,0.00361,-0.0626,0.6491,1.0
8,2.041,0.2,0.531,0.00935,0.00359,-0.0626,0.6485,1.0
9,2.059,0.2,0.5327,0.0094,0.00361,-0.0625,0.6483,1.0
10,1.995,0.199,0.5264,0.00932,0.00359,-0.0627,0.6511,1.0
11,2.024,0.201,0.5294,0.00935,0.0036,-0.0627,0.6495,1.0
12,2.014,0.2,0.5283,0.00934,0.0036,-0.0627,0.6501,1.0
13,1.991,0.199,0.526,0.00933,0.0036,-0.0628,0.6519,1.0
14,1.941,0.2,0.5213,0.00935,0.00362,-0.063,0.6564,1.0
