,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,0.048,0.2,0.254,0.00875,0.00386,-0.0531,0.7904,0.9553
1,0.029,0.201,0.2533,0.00885,0.00392,-0.0534,0.7947,0.9556
2,-0.061,0.201,0.2398,0.0088,0.00393,-0.0529,0.799,0.9465
3,-0.024,0.2,0.246,0.00885,0.00395,-0.0533,0.7978,0.951
4,-0.069,0.201,0.2366,0.00868,0.00384,-0.0525,0.7974,0.9434
5,0.002,0.199,0.2479,0.0087,0.00383,-0.0529,0.7933,0.9497
6,0.074,0.201,0.2575,0.0087,0.00382,-0.0531,0.7871,0.9559
7,-0.038,0.2,0.2434,0.0088,0.00392,-0.0531,0.7978,0.9486
8,0.065,0.201,0.2581,0.00878,0.00388,-0.0535,0.7898,0.9566
9,0.041,0.2,0.2535,0.00877,0.00388,-0.0531,0.7917,0.9553
10,0.064,0.2,0.2605,0.00888,0.00394,-0.054,0.7925,0.958
11,-0.063,0.2,0.2378,0.00869,0.00384,-0.0526,0.7974,0.9442
12,-0.079,0.2,0.236,0.00874,0.00389,-0.0526,0.7991,0.944
13,-0.076,0.2,0.2376,0.00881,0.00395,-0.0529,0.8002,0.9457
14,-0.014,0.2,0.2471,0.00881,0.00392,-0.0532,0.7967,0.9511
15,-0.011,0.201,0.2454,0.00866,0.0038,-0.0528,0.7932,0.9475
16,-0.051,0.201,0.2397,0.00869,0.00383,-0.0526,0.7966,0.9449
17,-0.026,0.201,0.2458,0.00885,0.00395,-0.0533,0.7978,0.9507
18,-0.02,0.2,0.2441,0.00866,0.0038,-0.0527,0.7941,0.9467
19,-0.057,0.199,0.2402,0.00878,0.00391,-0.0529,0.7986,0.9466
20,-0.005,0.201,0.2465,0.00868,0.00381,-0.0529,0.793,0.9483
21,0.035,0.2,0.2531,0.0088,0.00389,-0.0532,0.7929,0.9554
22,-0.078,0.2,0.2347,0.00866,0.00383,-0.0523,0.7977,0.9425
23,0.029,0.2,0.2519,0.00877,0.00387,-0.0531,0.7926,0.9541
24,-0.04,0.201,0.2411,0.00866,0.00381,-0.0526,0.7955,0.9452
25,-0.051,0.2,0.2418,0.00883,0.00395,-0.0531,0.7991,0.9481
26,-0.076,0.2,0.2377,0.00882,0.00395,-0.0529,0.8003,0.9458
27,-0.054,0.2,0.2415,0.00884,0.00396,-0.0531,0.7994,0.9481
28,0.027,0.199,0.2516,0.00876,0.00387,-0.0531,0.7927,0.9538
29,-0.052,0.2,0.2406,0.00875,0.00389,-0.0529,0.7978,0.9463
30,-0.028,0.199,0.2451,0.00882,0.00393,-0.0532,0.7977,0.9501
31,0.071,0.2,0.2599,0.00881,0.0039,-0.0537,0.7902,0.9574
32,0.059,0.2,0.2588,0.00885,0.00393,-0.0538,0.7923,0.9573
33,-0.04,0.2,0.2424,0.00874,0.00387,-0.0529,0.797,0.9471
34,-0.065,0.2,0.2371,0.00867,0.00383,-0.0525,0.7971,0.9436
35,0.047,0.201,0.255,0.00879,0.00389,-0.0533,0.7915,0.9558
36,0.002,0.2,0.2479,0.0087,0.00383,-0.0529,0.7932,0.9496
37,0.026,0.201,0.2534,0.00887,0.00394,-0.0535,0.7954,0.9558
38,-0.035,0.2,0.2427,0.00872,0.00385,-0.0528,0.7962,0.9468
39,-0.053,0.201,0.2412,0.0088,0.00393,-0.053,0.7986,0.9473
40,-0.025,0.2,0.2457,0.00883,0.00393,-0.0532,0.7975,0.9504
41,0.026,0.201,0.2511,0.00872,0.00384,-0.053,0.7914,0.9522
42,-0.035,0.199,0.2436,0.00878,0.0039,-0.053,0.7974,0.9484
43,-0.027,0.2,0.2444,0.00875,0.00387,-0.053,0.7963,0.9482
44,-0.007,0.2,0.2479,0.0088,0.0039,-0.0532,0.7961,0.9513
45,-0.032,0.199,0.2443,0.0088,0.00391,-0.0531,0.7976,0.9492
46,-0.072,0.201,0.2384,0.00882,0.00395,-0.0529,0.8,0.946
47,-0.012,0.2,0.2473,0.00881,0.00391,-0.0532,0.7966,0.9513
48,-0.005,0.2,0.247,0.0087,0.00383,-0.0529,0.7939,0.9491
49,0.067,0.2,0.256,0.00869,0.00381,-0.053,0.7875,0.9554
50,0.043,0.2,0.2541,0.00878,0.00388,-0.0532,0.7918,0.9555
51,0.08,0.201,0.2593,0.00873,0.00384,-0.0533,0.7873,0.9566
52,0.017,0.201,0.2511,0.00882,0.0039,-0.0532,0.795,0.9543
53,-0.053,0.201,0.2395,0.0087,0.00384,-0.0526,0.7968,0.9449
54,-0.017,0.2,0.2467,0.00882,0.00393,-0.0532,0.797,0.9511
55,0.075,0.2,0.2592,0.00876,0.00386,-0.0534,0.7885,0.9568
56,-0.041,0.199,0.2415,0.0087,0.00384,-0.0527,0.7964,0.9461
57,0.013,0.199,0.2499,0.00875,0.00386,-0.0531,0.7937,0.952
58,-0.011,0.201,0.2468,0.00875,0.00386,-0.053,0.7953,0.9494
59,0.016,0.199,0.2493,0.00867,0.00381,-0.0529,0.7914,0.9503
60,-0.027,0.2,0.2433,0.00867,0.00381,-0.0527,0.795,0.9464
61,0.003,0.201,0.2496,0.00886,0.00395,-0.0533,0.7965,0.954
62,0.076,0.201,0.2581,0.00871,0.00383,-0.0532,0.7872,0.9561
63,-0.063,0.199,0.2388,0.00875,0.00389,-0.0528,0.7985,0.9455
64,-0.011,0.2,0.2478,0.00885,0.00394,-0.0533,0.7971,0.9523
65,-0.063,0.201,0.2383,0.00872,0.00387,-0.0527,0.7978,0.9447
66,-0.039,0.199,0.2435,0.00882,0.00394,-0.0531,0.7983,0.9491
67,0.049,0.199,0.2536,0.00872,0.00384,-0.0529,0.7899,0.955
68,-0.008,0.2,0.2478,0.0088,0.0039,-0.0532,0.7962,0.9513
69,-0.005,0.2,0.247,0.00871,0.00383,-0.053,0.7941,0.9492
70,-0.008,0.201,0.2461,0.00868,0.00381,-0.0528,0.7933,0.9481
71,0.08,0.199,0.2609,0.00879,0.00388,-0.0537,0.789,0.9575
72,0.079,0.2,0.2594,0.00874,0.00385,-0.0534,0.7878,0.9567
73,-0.007,0.2,0.2478,0.00879,0.00389,-0.0532,0.796,0.9511
74,-0.065,0.201,0.2372,0.00868,0.00383,-0.0525,0.7971,0.9436
