,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.021,0.2,1.227,0.07598,0.07098,0.0014,0.0328,1.0
1,15.017,0.199,1.2282,0.07572,0.07071,0.0015,0.0328,1.0
2,15.058,0.199,1.224,0.07692,0.07193,0.0013,0.0331,1.0
3,14.996,0.2,1.2279,0.07556,0.07054,0.0017,0.0329,1.0
4,14.954,0.201,1.2296,0.07481,0.06976,0.002,0.033,1.0
5,14.956,0.2,1.2307,0.07463,0.06957,0.002,0.033,1.0
6,14.933,0.2,1.2325,0.07405,0.06897,0.0021,0.0329,1.0
7,14.974,0.199,1.2301,0.07492,0.06986,0.0019,0.033,1.0
8,15.008,0.2,1.2282,0.07563,0.07062,0.0015,0.0327,1.0
9,15.067,0.201,1.2216,0.07748,0.07251,0.001,0.033,1.0
10,15.008,0.201,1.2253,0.07619,0.07116,0.0016,0.0332,1.0
11,14.947,0.2,1.2316,0.07437,0.0693,0.002,0.0329,1.0
12,15.011,0.199,1.2284,0.07561,0.07059,0.0016,0.0328,1.0
13,15.039,0.201,1.2235,0.07684,0.07185,0.0013,0.0331,1.0
14,14.932,0.2,1.2316,0.07421,0.06912,0.0022,0.0331,1.0
