,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.999,0.199,1.169,0.02573,0.01812,-0.0163,0.0591,1.0
1,9.999,0.199,1.1697,0.02565,0.01805,-0.0164,0.0588,1.0
2,10.074,0.199,1.1723,0.02605,0.01844,-0.0157,0.058,1.0
3,10.079,0.199,1.1706,0.02633,0.01869,-0.0154,0.0589,1.0
4,9.92,0.2,1.1652,0.02544,0.01782,-0.0169,0.0602,1.0
5,10.026,0.2,1.1686,0.02606,0.01843,-0.0158,0.0594,1.0
6,10.039,0.199,1.1711,0.02586,0.01826,-0.016,0.0584,1.0
7,10.006,0.2,1.1697,0.02573,0.01813,-0.0163,0.0588,1.0
8,10.067,0.201,1.1719,0.02607,0.01847,-0.0156,0.0581,1.0
9,9.933,0.201,1.1655,0.02554,0.01792,-0.0167,0.0601,1.0
10,10.064,0.201,1.1714,0.0261,0.0185,-0.0156,0.0583,1.0
11,9.982,0.2,1.1667,0.02586,0.01823,-0.0162,0.0599,1.0
12,9.967,0.2,1.1676,0.02561,0.018,-0.0165,0.0595,1.0
13,9.948,0.201,1.1673,0.02548,0.01788,-0.0167,0.0595,1.0
14,9.971,0.199,1.1677,0.02562,0.018,-0.0165,0.0595,1.0
15,10.027,0.201,1.1704,0.02587,0.01827,-0.016,0.0586,1.0
16,9.945,0.2,1.1647,0.02574,0.01809,-0.0165,0.0606,1.0
17,9.958,0.201,1.1662,0.02571,0.01808,-0.0164,0.06,1.0
18,10.038,0.199,1.1704,0.02593,0.01832,-0.016,0.0587,1.0
19,10.015,0.2,1.1678,0.02605,0.01842,-0.0159,0.0597,1.0
20,9.999,0.2,1.1679,0.02589,0.01826,-0.0161,0.0596,1.0
21,10.025,0.2,1.1708,0.02578,0.01819,-0.0161,0.0584,1.0
22,10.037,0.2,1.171,0.02587,0.01827,-0.016,0.0584,1.0
23,10.004,0.201,1.1693,0.02578,0.01817,-0.0162,0.0589,1.0
24,10.058,0.199,1.1707,0.0261,0.01848,-0.0157,0.0587,1.0
25,10.005,0.2,1.1693,0.02577,0.01816,-0.0162,0.0589,1.0
26,10.009,0.2,1.1675,0.02603,0.01839,-0.0159,0.0598,1.0
27,10.071,0.2,1.1709,0.02622,0.0186,-0.0155,0.0586,1.0
28,10.027,0.201,1.1684,0.02612,0.01848,-0.0157,0.0595,1.0
29,9.95,0.201,1.1659,0.02566,0.01803,-0.0165,0.0601,1.0
30,10.077,0.199,1.1724,0.02606,0.01845,-0.0157,0.0579,1.0
31,10.057,0.201,1.1705,0.02616,0.01854,-0.0156,0.0587,1.0
32,10.0,0.2,1.1697,0.02567,0.01807,-0.0164,0.0587,1.0
33,9.945,0.2,1.1648,0.02572,0.01807,-0.0165,0.0605,1.0
34,10.064,0.199,1.1702,0.02622,0.01859,-0.0155,0.059,1.0
35,10.026,0.199,1.1681,0.0261,0.01846,-0.0158,0.0596,1.0
36,9.966,0.2,1.1661,0.02577,0.01814,-0.0163,0.0601,1.0
37,10.074,0.199,1.1725,0.02602,0.01841,-0.0158,0.0579,1.0
38,10.017,0.199,1.1685,0.02596,0.01834,-0.016,0.0594,1.0
39,9.999,0.199,1.1681,0.02583,0.01821,-0.0162,0.0595,1.0
40,10.06,0.2,1.172,0.02597,0.01837,-0.0158,0.058,1.0
41,9.966,0.201,1.1669,0.02569,0.01808,-0.0164,0.0597,1.0
42,9.968,0.201,1.1685,0.02553,0.01793,-0.0166,0.059,1.0
43,10.027,0.201,1.1708,0.02582,0.01822,-0.0161,0.0584,1.0
44,9.93,0.2,1.1637,0.0257,0.01805,-0.0165,0.0609,1.0
45,9.987,0.2,1.1667,0.0259,0.01827,-0.0161,0.06,1.0
46,9.93,0.2,1.1655,0.0255,0.01788,-0.0168,0.0602,1.0
47,9.941,0.201,1.1644,0.02574,0.0181,-0.0164,0.0606,1.0
48,10.039,0.2,1.1702,0.02599,0.01838,-0.0159,0.0588,1.0
49,10.062,0.201,1.17,0.02627,0.01864,-0.0154,0.059,1.0
50,9.938,0.2,1.1654,0.02558,0.01795,-0.0167,0.0602,1.0
51,10.042,0.201,1.1709,0.02596,0.01835,-0.0159,0.0584,1.0
52,10.043,0.2,1.1702,0.02603,0.01842,-0.0158,0.0588,1.0
53,9.999,0.2,1.167,0.02599,0.01835,-0.016,0.0599,1.0
54,9.946,0.2,1.1673,0.02544,0.01784,-0.0168,0.0595,1.0
55,9.938,0.201,1.1647,0.02568,0.01805,-0.0165,0.0605,1.0
56,9.921,0.2,1.1663,0.02531,0.01771,-0.017,0.0597,1.0
57,10.043,0.201,1.1709,0.02596,0.01836,-0.0158,0.0584,1.0
58,10.038,0.199,1.1709,0.02588,0.01827,-0.016,0.0585,1.0
59,9.923,0.2,1.165,0.02548,0.01785,-0.0168,0.0603,1.0
60,10.055,0.2,1.1716,0.02596,0.01836,-0.0158,0.0582,1.0
61,10.067,0.2,1.1719,0.02604,0.01844,-0.0157,0.0581,1.0
62,10.033,0.199,1.1703,0.02591,0.0183,-0.016,0.0587,1.0
63,10.003,0.2,1.1688,0.02581,0.01819,-0.0162,0.0591,1.0
64,9.955,0.2,1.1671,0.02554,0.01793,-0.0166,0.0596,1.0
65,9.973,0.199,1.166,0.02584,0.01819,-0.0163,0.0602,1.0
66,10.009,0.199,1.1674,0.02603,0.01838,-0.0159,0.0598,1.0
67,10.057,0.199,1.1712,0.02603,0.01842,-0.0158,0.0585,1.0
68,10.042,0.2,1.1706,0.02597,0.01836,-0.0159,0.0586,1.0
69,10.071,0.201,1.1703,0.02632,0.01869,-0.0153,0.0589,1.0
70,9.985,0.201,1.1683,0.02571,0.0181,-0.0163,0.0592,1.0
71,9.979,0.201,1.1678,0.02572,0.0181,-0.0163,0.0594,1.0
72,9.945,0.199,1.1661,0.02555,0.01793,-0.0167,0.06,1.0
73,10.062,0.199,1.1704,0.02618,0.01855,-0.0156,0.0589,1.0
74,10.017,0.199,1.1681,0.02601,0.01838,-0.0159,0.0596,1.0
75,9.988,0.201,1.1689,0.02567,0.01807,-0.0164,0.059,1.0
76,10.072,0.199,1.171,0.0262,0.01858,-0.0155,0.0587,1.0
77,9.956,0.199,1.1671,0.02554,0.01792,-0.0167,0.0596,1.0
78,10.062,0.2,1.1705,0.02619,0.01856,-0.0156,0.0588,1.0
79,10.023,0.2,1.1706,0.02578,0.01819,-0.0161,0.0585,1.0
80,9.97,0.201,1.1667,0.02576,0.01813,-0.0163,0.0598,1.0
81,9.933,0.201,1.1663,0.02545,0.01784,-0.0168,0.0598,1.0
82,9.958,0.199,1.1655,0.02574,0.0181,-0.0164,0.0603,1.0
83,9.964,0.199,1.1664,0.02569,0.01807,-0.0165,0.06,1.0
84,10.001,0.2,1.1673,0.02597,0.01834,-0.016,0.0598,1.0
85,10.021,0.199,1.1688,0.02597,0.01835,-0.016,0.0593,1.0
86,9.972,0.199,1.1688,0.0255,0.0179,-0.0167,0.059,1.0
87,10.076,0.201,1.1722,0.02611,0.01851,-0.0156,0.0579,1.0
88,10.02,0.199,1.1693,0.0259,0.01828,-0.0161,0.0591,1.0
89,9.968,0.2,1.1657,0.02584,0.0182,-0.0162,0.0603,1.0
90,10.04,0.2,1.1711,0.02589,0.01829,-0.016,0.0583,1.0
91,10.018,0.199,1.1686,0.02597,0.01834,-0.016,0.0594,1.0
92,9.956,0.201,1.1677,0.02551,0.01791,-0.0166,0.0594,1.0
93,9.947,0.199,1.1654,0.02565,0.01802,-0.0166,0.0603,1.0
94,10.053,0.2,1.1708,0.02606,0.01845,-0.0157,0.0586,1.0
95,10.066,0.2,1.1712,0.02613,0.01852,-0.0156,0.0585,1.0
96,10.078,0.2,1.1722,0.02612,0.01851,-0.0156,0.058,1.0
97,9.994,0.2,1.1693,0.02566,0.01806,-0.0164,0.0589,1.0
98,10.054,0.2,1.17,0.02617,0.01855,-0.0156,0.059,1.0
99,9.932,0.199,1.1638,0.0257,0.01804,-0.0166,0.0609,1.0
